,dataset,ligand_A,ligand_B,exp_ddG,exp_err,calc_ddG,calc_err,FF
187,tyk2,ejm_55,ejm_54,-1.3199996948242188,0.0,0.4,0.3,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
188,tyk2,ejm_42,ejm_54,-0.75,0.0,-0.31,0.54,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
189,tyk2,ejm_49,ejm_50,-1.229999542236328,0.0,-0.29,0.39,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
190,tyk2,ejm_47,ejm_31,0.1599998474121093,0.0,-0.34,0.31,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
191,tyk2,ejm_50,ejm_48,-0.0200004577636718,0.0,0.49,0.13,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
192,tyk2,jmc_27,ejm_46,-0.0300006866455078,0.0,0.43,0.09,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
193,tyk2,jmc_30,ejm_46,-0.3700008392333984,0.0,0.88,0.18,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
194,tyk2,ejm_49,ejm_31,-1.7899999618530271,0.0,-0.8,0.06,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
195,tyk2,ejm_31,ejm_48,0.5399999618530273,0.0,0.55,0.17,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
196,tyk2,jmc_23,jmc_28,0.7200002670288086,0.0,0.51,0.06,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
197,tyk2,ejm_44,ejm_43,-0.8400001525878906,0.0,-0.76,0.11,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
198,tyk2,jmc_23,jmc_27,0.4200000762939453,0.0,-0.29,0.19,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
199,tyk2,ejm_43,ejm_42,-1.5199995040893557,0.0,-1.94,0.07,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
200,tyk2,ejm_31,ejm_44,2.119999885559082,0.0,2.75,0.31,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
201,tyk2,ejm_50,ejm_42,-0.8000001907348633,0.0,-0.22,0.12,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
202,tyk2,ejm_31,ejm_45,-0.0200004577636718,0.0,0.21,0.21,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
203,tyk2,ejm_47,ejm_50,0.7200002670288086,0.0,-0.12,0.1,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
204,tyk2,ejm_50,ejm_55,-0.2300004959106445,0.0,-1.06,0.17,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
205,tyk2,jmc_23,ejm_31,2.15999984741211,0.0,1.16,0.19,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
206,tyk2,jmc_28,jmc_30,0.0399999618530273,0.0,-1.07,0.05,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
207,mcl1,42,64,-0.6000003809999992,0.2341357493537688,-1.78,0.36,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
208,mcl1,42,66,0.4699993140000007,0.2191709612262531,-1.81,0.22,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
209,mcl1,42,44,0.2299995429999999,0.181032380354026,-0.82,0.11,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
210,mcl1,53,63,0.8999996180000007,0.217117031391394,0.23,0.09,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
211,mcl1,60,61,0.8400001520000018,0.2391264323009901,0.31,0.2,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
212,mcl1,27,47 flip,0.3399996759999997,0.2032815446079434,0.63,0.24,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
213,mcl1,50,61,1.25,0.2811326377352868,-0.2,0.11,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
214,mcl1,33,48 flip,0.2200002670000005,0.1768291560808441,5.24,0.61,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
215,mcl1,27,39,-0.9100003240000004,0.1327815235176787,-1.19,0.25,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
216,mcl1,33,34,0.0100002280000008,0.2611859517191229,-0.62,0.14,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
217,mcl1,60,67,1.3400001520000009,0.0272318759834295,-0.7,0.09,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
218,mcl1,27,43 flip,-0.9100003240000004,0.1299649308657648,-0.47,0.55,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
219,mcl1,42,54,-0.8800001139999996,0.2684902113357948,-1.98,0.08,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
220,mcl1,28,46 flip,-0.9800000190000002,0.0345825805291095,-1.06,0.23,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
221,mcl1,42,51,0.4499998100000013,0.2727169821871053,0.16,0.12,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
222,mcl1,27,38 flip,-0.9000000950000002,0.2025796772471379,-3.46,0.49,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
223,mcl1,37,56,-0.3100004199999997,0.2998338634626495,-0.14,0.1,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
224,mcl1,31,35,-0.8900003439999997,0.2213629410035575,0.87,0.03,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
225,mcl1,23,42,-0.0699996950000017,0.1869593256471455,0.23,0.14,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
226,mcl1,28,38 flip,-0.4000000950000002,0.1649078721272494,-3.82,0.56,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
227,mcl1,51,62,0.489999770999999,0.255109640885622,-0.4,0.13,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
228,mcl1,35,37,-0.1399993889999997,0.3701606599049823,-0.48,0.17,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
229,mcl1,27,46 flip,-1.4800000190000002,0.1226371649218526,-0.97,0.07,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
230,mcl1,26,68,0.549999714000001,0.3708633645967204,0.93,0.04,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
231,mcl1,35,36,0.6300001149999996,0.2261649476877054,-1.08,0.1,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
232,mcl1,26,27,2.1199998850000012,0.2887686244295647,2.84,0.37,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
233,mcl1,42,57,-0.1400003429999987,0.2025488297052552,-0.07,0.11,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
234,mcl1,36,52,-1.0499992369999998,0.0828949985175562,-0.91,0.12,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
235,mcl1,27,31,-1.8000001900000004,0.1241134092811713,-2.02,0.33,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
236,mcl1,60,65,0.510000229000001,0.194192522431953,-1.29,0.01,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
237,mcl1,28,39,-0.4100003240000003,0.0615387166234277,-1.26,0.53,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
238,mcl1,60,63,-0.1400003439999988,0.0971618249365459,-1.69,0.13,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
239,mcl1,35,49,0.4500007630000002,0.2491483276165298,0.07,0.28,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
240,mcl1,32,33,-0.3000001900000004,0.2108077718622938,-0.75,0.06,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
241,mcl1,27,42,-2.7799997330000012,0.2173385607304739,-2.16,0.38,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
242,mcl1,42,68,1.209999562000001,0.3184153996361528,-0.02,0.05,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
243,mcl1,54,64,0.2799997330000003,0.24833333336,0.15,0.24,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
244,mcl1,33,45,-2.069999694999999,0.2656574589772209,-2.06,0.56,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
245,mcl1,32,34,-0.2899999619999995,0.2246043987723282,-1.43,0.07,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
246,mcl1,27,40 flip,-1.1300001140000004,0.1256972658007068,-1.29,0.47,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
247,mcl1,52,53,-0.7300004960000006,0.2048955516309386,-0.9,0.1,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
248,mcl1,30 flip,37,-1.0999999039999997,0.3524587950528728,-2.44,0.54,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
249,mcl1,43 flip,47 flip,1.25,0.1702329813028259,1.29,0.17,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
250,mcl1,26,44,-0.4300003050000001,0.2625337906083593,0.37,0.1,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
251,mcl1,32,41 flip,-0.5500001900000004,0.1282828564150331,-2.53,0.4,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
252,mcl1,26,57,-0.8000001909999988,0.277808021643576,1.04,0.08,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
253,mcl1,27,30 flip,-1.7300000190000002,0.2236977940549839,0.01,0.12,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
254,mcl1,49,50,-0.9700002669999996,0.1898972748957227,-0.45,0.16,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
255,mcl1,37,60,0.0299997329999985,0.298581463967541,-0.45,0.17,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
256,mcl1,65,67,0.8299999229999999,0.1943155412931798,0.55,0.06,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
257,mcl1,27,45,-2.829999923,0.2325638521194381,-2.87,0.43,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
258,mcl1,33,35,-1.9300003059999993,0.2816386961939657,-0.36,0.27,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
259,mcl1,23,66,0.399999618999999,0.1332388886188016,-1.32,0.05,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
260,mcl1,33,41 flip,-0.25,0.1850066395498954,-1.87,0.49,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
261,mcl1,30 flip,40 flip,0.5999999049999998,0.1913256490514367,-1.16,0.33,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
262,mcl1,27,28,-0.5,0.1240608010850675,0.43,0.35,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
263,mcl1,28,29,-0.3200001710000002,0.1184481478705222,0.53,0.11,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
264,mcl1,42,62,0.9399995810000004,0.2365237297829773,-0.25,0.21,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
265,mcl1,37,53,-1.010000229000001,0.3561604634433917,-2.22,0.04,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
266,mcl1,56,58,-0.1499996180000007,0.0539321074076414,-1.74,0.04,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
267,mcl1,27,48 flip,-0.5399999610000004,0.1215755330757863,3.94,0.2,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
268,mcl1,53,58,0.5500001910000005,0.1996461926777022,0.1,0.2,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
269,thrombin,6b,7a,0.6700000762939453,0.0,0.37,0.17,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
270,thrombin,6a,6b,0.2899999618530255,0.0,0.15,0.16,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
271,thrombin,6a,6e,0.2700004577636701,0.0,0.59,0.07,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
272,thrombin,1d,1c,-0.3100004196166992,0.0,0.28,0.03,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
273,thrombin,6b,1b,0.4300003051757812,0.0,1.06,0.04,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
274,thrombin,1d,1b,-0.2100000381469726,0.0,0.85,0.05,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
275,thrombin,1a,1c,-1.080000400543213,0.0,-1.74,0.12,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
276,thrombin,1a,3b,-0.3800001144409179,0.0,-1.61,0.07,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
277,thrombin,1b,1a,0.9800000190734864,0.0,1.09,0.14,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
278,thrombin,3a,3b,0.4599995613098144,0.0,-0.52,0.13,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
279,thrombin,6e,1b,0.4499998092651367,0.0,0.62,0.15,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
280,thrombin,3a,5,0.7399997711181641,0.0,1.71,0.29,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
281,thrombin,1a,5,-0.0999999046325683,0.0,0.65,0.11,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
282,thrombin,6e,7a,0.6899995803833008,0.0,0.0,0.18,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
0,bace,CAT-13n,CAT-4p,-1.5399999618530271,0.0,-2.23,0.36,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
1,bace,CAT-4n,CAT-4p,-0.989999771118164,0.0,-0.04,0.18,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
2,bace,CAT-4a,CAT-4k,0.0799999237060546,0.0,0.87,0.12,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
3,bace,CAT-17i,CAT-17c,-0.3900003433227539,0.0,-0.28,0.06,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
4,bace,CAT-4a,CAT-4l,-1.4100003242492676,0.0,0.71,0.23,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
5,bace,CAT-13d,CAT-13a,1.6299991607666016,0.0,2.8,1.02,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
6,bace,CAT-13b,CAT-13c,-0.1999998092651367,0.0,0.84,0.81,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
7,bace,CAT-13e,CAT-13a,1.1199998855590838,0.0,2.64,0.58,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
8,bace,CAT-13a,CAT-13f,-0.25,0.0,-1.63,0.45,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
9,bace,CAT-13b,CAT-13a,0.2799997329711914,0.0,-2.36,0.35,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
10,bace,CAT-13a,CAT-13i,-0.4299993515014648,0.0,-2.78,0.55,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
11,bace,CAT-4p,CAT-4o,0.6999998092651367,0.0,1.14,0.13,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
12,bace,CAT-13a,CAT-13g,-0.25,0.0,-2.05,0.77,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
13,bace,CAT-13j,CAT-13m,-0.0299997329711914,0.0,-0.04,0.19,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
14,bace,CAT-4m,CAT-4j,0.1300001144409179,0.0,1.79,0.13,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
15,bace,CAT-13h,CAT-17a,-1.0999994277954102,0.0,-4.41,0.35,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
16,bace,CAT-13n,CAT-13j,-0.1899995803833007,0.0,-1.04,0.08,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
17,bace,CAT-4p,CAT-13m,1.3200006484985352,0.0,0.96,0.18,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
18,bace,CAT-4m,CAT-4p,-0.9300003051757812,0.0,-0.11,0.06,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
19,bace,CAT-17i,CAT-17h,-0.8600006103515625,0.0,-0.04,0.07,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
20,bace,CAT-4j,CAT-4o,-0.3600006103515625,0.0,-0.51,0.09,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
21,bace,CAT-13j,CAT-4i,0.4700002670288086,0.0,0.13,0.53,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
22,bace,CAT-13k,CAT-4o,0.3199996948242187,0.0,0.21,0.15,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
23,bace,CAT-17b,CAT-17e,0.0,0.0,-0.22,0.03,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
24,bace,CAT-17g,CAT-17e,-0.2799997329711914,0.0,-1.36,0.15,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
25,bace,CAT-13a,CAT-4p,-1.239999771118164,0.0,-2.49,0.33,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
26,bace,CAT-13a,CAT-17h,-1.489999771118164,0.0,-2.69,0.33,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
27,bace,CAT-17f,CAT-17d,0.0,0.0,1.37,0.31,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
28,bace,CAT-13k,CAT-4d,0.5900001525878906,0.0,-1.27,0.5,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
29,bace,CAT-13k,CAT-4b,0.0699996948242187,0.0,-1.35,0.55,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
30,bace,CAT-4l,CAT-4j,0.3200006484985351,0.0,-0.53,0.36,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
31,bace,CAT-17b,CAT-13h,0.3899993896484375,0.0,3.41,0.36,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
32,bace,CAT-17g,CAT-17i,0.2700004577636719,0.0,-1.35,0.07,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
33,bace,CAT-13o,CAT-13f,-0.5500001907348633,0.0,-0.36,0.34,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
34,bace,CAT-4m,CAT-13k,-0.5500001907348633,0.0,1.32,0.12,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
35,bace,CAT-13a,CAT-13o,0.3000001907348633,0.0,-0.85,0.75,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
36,bace,CAT-13a,CAT-13c,-0.4799995422363281,0.0,-0.18,0.21,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
37,bace,CAT-13e,CAT-13b,0.8400001525878924,0.0,3.38,0.78,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
38,bace,CAT-24,CAT-17i,1.877000808715822,0.0,1.48,0.1,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
39,bace,CAT-4c,CAT-4d,-1.2599997520446775,0.0,-0.37,1.12,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
40,bace,CAT-4n,CAT-4i,0.8300008773803711,0.0,1.13,0.42,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
41,bace,CAT-13d,CAT-17a,-0.2600002288818359,0.0,-0.83,0.13,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
42,bace,CAT-4b,CAT-4d,0.5200004577636719,0.0,0.39,0.04,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
43,bace,CAT-13g,CAT-4p,-0.989999771118164,0.0,-0.62,0.26,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
44,bace,CAT-24,CAT-17d,1.927000045776369,0.0,2.93,0.26,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
45,bace,CAT-4k,CAT-4j,-1.169999599456787,0.0,-0.72,0.08,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
46,bace,CAT-13d,CAT-17h,0.1399993896484375,0.0,0.07,0.14,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
47,bace,CAT-17f,CAT-17c,-0.4399995803833008,0.0,-0.26,0.1,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
48,bace,CAT-13j,CAT-13g,-0.3600006103515625,0.0,-0.16,0.38,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
49,p38,2ff,3fln,0.5599994659423828,0.0,0.22,0.14,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
50,p38,2j,2t,-1.770000457763672,0.0,-2.62,0.12,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
51,p38,2x,2v,1.2599992752075195,0.0,1.4,0.12,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
52,p38,2j,2ee,-2.1800003051757795,0.0,-1.16,0.3,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
53,p38,2n,2r,1.060000419616701,0.0,0.07,0.34,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
54,p38,2f,3flz,-1.010000228881836,0.0,-0.25,0.07,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
55,p38,2n,3fln,0.9700002670288104,0.0,1.37,0.26,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
56,p38,2k,2m,-0.4099998474121094,0.0,-2.66,0.15,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
57,p38,2g,2i,0.6099996566772461,0.0,0.76,0.1,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
58,p38,2ee,3fln,1.380000114440918,0.0,0.32,0.22,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
59,p38,2t,3fln,0.9700002670288104,0.0,2.17,0.1,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
60,p38,2y,2v,0.8099994659423828,0.0,2.25,0.74,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
61,p38,2g,3fln,-0.2200002670288086,0.0,0.28,0.03,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
62,p38,2aa,3flq,-0.6599998474121076,0.0,1.2,1.17,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
63,p38,2j,2ff,-1.3599996566772443,0.0,-0.71,0.2,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
64,p38,2c,3flz,0.9700002670288086,0.0,1.85,0.34,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
65,p38,2u,2k,1.7100000381469729,0.0,3.6,0.44,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
66,p38,2g,2c,0.1999998092651367,0.0,-0.81,0.1,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
67,p38,2g,3flz,1.170000076293945,0.0,0.44,0.06,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
68,p38,2p,3fln,0.3199996948242187,0.0,1.02,0.15,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
69,p38,2bb,2v,0.0900001525878906,0.0,1.86,1.26,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
70,p38,2s,2r,0.3199996948242187,0.0,-2.03,0.56,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
71,p38,2l,3fln,1.380000114440918,0.0,1.2,0.22,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
72,p38,2n,2s,0.7400007247924822,0.0,0.04,0.58,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
73,p38,3fln,2v,1.9099998474121096,0.0,2.47,0.19,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
74,p38,2j,2k,-0.4700002670288068,0.0,0.52,0.15,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
75,p38,2v,2z,-1.3899993896484375,0.0,-1.42,0.31,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
76,p38,2u,3fln,1.380000114440918,0.0,2.21,0.53,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
77,p38,2g,2h,1.1800003051757812,0.0,3.93,0.06,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
78,p38,2j,2gg,-0.5799999237060529,0.0,0.77,0.28,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
79,p38,2q,2ee,0.0,0.0,1.48,0.49,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
80,p38,2j,2p,-1.1199998855590805,0.0,-1.4,0.5,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
81,p38,3fln,2e,0.1800003051757812,0.0,1.04,0.04,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
82,p38,2f,2e,-2.2200002670288086,0.0,0.48,0.08,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
83,p38,3flq,2v,0.9600000381469708,0.0,7.07,0.77,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
84,p38,2o,3fln,-0.3900003433227539,0.0,2.24,1.99,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
85,p38,3fmh,3fly,-0.5900001525878871,0.0,0.03,0.43,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
86,p38,2x,3fly,-1.1900005340576154,0.0,-0.63,0.1,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
87,p38,2j,2l,-2.1800003051757795,0.0,-1.82,0.1,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
88,p38,3fmk,3fly,0.4099998474121129,0.0,2.54,0.28,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
89,p38,2o,2n,-1.3600006103515645,0.0,-0.43,0.34,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
90,p38,2aa,3fly,-2.1499996185302717,0.0,-0.3,0.27,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
91,p38,2h,2i,-0.5700006484985352,0.0,-2.81,0.17,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
92,p38,2aa,3flw,-1.4099998474121076,0.0,-2.17,2.02,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
93,p38,2gg,3fln,-0.2200002670288086,0.0,-1.19,0.09,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
94,p38,2q,2k,1.7100000381469729,0.0,3.13,0.36,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
95,p38,2j,2v,1.109999656677248,0.0,2.31,0.32,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
96,p38,2z,3fly,-1.0600004196166974,0.0,0.99,1.12,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
97,p38,2v,3fly,-2.449999809265135,0.0,-2.07,0.15,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
98,p38,2k,3fln,-0.3299999237060547,0.0,-1.08,0.14,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
99,p38,3flw,3fly,-0.7399997711181641,0.0,0.15,0.35,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
100,jnk1,18659-1,18658-1,-0.2299995422363281,0.0,-1.52,0.47,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
101,jnk1,18630-1,18632-1,0.0600004196166974,0.0,-0.39,0.08,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
102,jnk1,18629-1,18624-1,0.1800003051757812,0.0,0.69,0.04,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
103,jnk1,18628-1_flip,18627-1,0.2200002670288086,0.0,-0.57,0.05,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
104,jnk1,18627-1,18633-1,-0.6900005340576154,0.0,-0.16,0.06,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
105,jnk1,18658-1,18631-1,0.2899999618530273,0.0,1.09,0.3,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
106,jnk1,18639-1,18634-1,-0.25,0.0,0.66,0.13,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye)
