Id,Temperature (K),Pressure (kPa),Phase,N Components,Component 1,Role 1,Mole Fraction 1,Exact Amount 1,Component 2,Role 2,Mole Fraction 2,Exact Amount 2,EnthalpyOfMixing Value (kJ / mol),EnthalpyOfMixing Uncertainty (kJ / mol),Density Value (g / ml),Density Uncertainty (g / ml),Source
dhmix_682951342586267532,303.15,101.0,Liquid,2,CCCCCCC,Solvent,0.7519,,c1ccccc1,Solvent,0.2481,,0.6047,,,,10.1016/j.tca.2013.01.028
dhmix_686361040175100405,298.15,101.0,Liquid,2,CCCCCC(C)=O,Solvent,0.2947,,CCCCNCCCC,Solvent,0.7053,,0.256,,,,10.1016/j.fluid.2013.01.011
dens_686677788579037542,298.15,101.3,Liquid,2,C1CCOCC1,Solvent,0.701,,CCO,Solvent,0.299,,,,0.8595400000000002,,10.1021/je201140q
dhmix_686813706452039694,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.5,,CCCCCC(C)=O,Solvent,0.5,,0.05773,,,,10.1021/je025649t
dens_687284705844403656,298.15,101.0,Liquid,2,CCCOC(=O)CC,Solvent,0.7316,,ClCCCl,Solvent,0.2684,,,,0.9416300000000002,,10.1016/j.jct.2008.10.007
dens_690725325661842146,298.15,101.0,Liquid,2,CCCOC=O,Solvent,0.7294,,ClCCCl,Solvent,0.2706,,,,0.9873800000000004,,10.1016/j.jct.2006.10.008
dens_695704816943810050,298.15,101.0,Liquid,2,CCCCO,Solvent,0.75098,,OCCO,Solvent,0.24902,,,,0.8572100000000002,,10.1021/je700580g
dens_696325484148994478,298.15,101.0,Liquid,2,CC(C)(C)O,Solvent,0.4997,,OC1=NCCC1,Solvent,0.5003,,,,0.9282800000000002,,10.1021/je801006q
dens_696342993597664758,298.15,101.0,Liquid,2,CCOCCO,Solvent,0.2518,,c1ccccc1,Solvent,0.7482,,,,0.8849000000000002,,10.1021/je034005y
dens_696679431503788205,298.15,101.325,Liquid,1,CC(=O)C(C)=O,Solvent,1.0,,,,,,,,0.9855000000000004,,10.1021/je300280s
dhmix_697659262653951139,298.15,101.0,Liquid,2,CN(C)CCO,Solvent,0.7996,,O,Solvent,0.2004,,-1.247,,,,10.1016/j.jct.2007.03.010
dens_698179267613355646,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.4942,,c1cc[nH]c1,Solvent,0.5058,,,,0.8661300000000002,,10.1021/je100526j
dhmix_698457340304180532,308.15,101.0,Liquid,2,CCOc1ccccc1,Solvent,0.7625,,OCCCc1ccccc1,Solvent,0.2375,,1.1164,,,,10.1021/je050085p
dhmix_702576095929672539,308.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.7443,,Cc1ccccc1C,Solvent,0.2557,,0.0421,,,,10.1016/j.jct.2010.07.016
dhmix_703144846888569873,308.15,101.0,Liquid,2,Cc1ccccc1N,Solvent,0.7821,,Cc1ccccn1,Solvent,0.2179,,-0.8656,,,,10.1016/j.jct.2010.12.028
dens_703558118592051093,298.15,101.325,Liquid,1,Cc1ccccn1,Solvent,1.0,,,,,,,,0.9398000000000002,,10.1016/j.jct.2004.11.015
dens_716150435818099879,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.4784,,Cc1ccccc1Cl,Solvent,0.5216,,,,0.9931600000000002,,10.1021/je400722h
dhmix_716214736029750419,298.15,101.0,Liquid,2,c1cc[nH]c1,Solvent,0.494,,c1ccccc1,Solvent,0.506,,0.609,,,,10.1016/j.fluid.2013.10.029
dens_716269116620106659,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.4793,,CCCCCC,Solvent,0.5207,,,,0.7105500000000001,,10.1016/j.jct.2005.02.006
dhmix_718899859441208601,298.15,101.0,Liquid,2,CC(C)=O,Solvent,0.2145,,Nc1ccccc1,Solvent,0.7855,,-0.746,,,,10.1021/je200333p
dens_719909145597326882,298.15,101.0,Liquid,2,BrCCBr,Solvent,0.5107,,CCOC=O,Solvent,0.4893,,,,1.5742900000000004,,10.1016/j.jct.2005.07.009
dhmix_720935654196713393,298.15,101.3,Liquid,2,CC(C)CO,Solvent,0.2492,,CCOC(=O)CC(=O)OCC,Solvent,0.7508,,1.907,,,,10.1016/j.fluid.2009.11.030
dhmix_720937602685252072,298.15,101.3,Liquid,2,CO,Solvent,0.2564,,OCCO,Solvent,0.7436,,0.08238,,,,10.1021/je030207i
dens_721078444558467339,298.15,101.3,Liquid,2,CC(C)CCl,Solvent,0.8059,,CC(C)OC(C)C,Solvent,0.1941,,,,0.8355300000000002,,10.1007/s10765-010-0737-5
dhmix_723331456661833935,308.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.7832,,c1ccccc1,Solvent,0.2168,,-0.1399,,,,10.1016/j.jct.2010.07.016
dhmix_723900162673380912,308.15,101.0,Liquid,2,CCOc1ccccc1,Solvent,0.0636,,OCc1ccccc1,Solvent,0.9364,,0.1901,,,,10.1021/je050085p
dhmix_727147623460048824,298.15,101.0,Liquid,2,CN1CCCC1=O,Solvent,0.2312,,c1ccncc1,Solvent,0.7688,,-0.3157,,,,10.1016/j.jct.2013.09.015
dhmix_731192137299168669,298.15,101.0,Liquid,2,CCCCO,Solvent,0.7548,,OC1=NCCC1,Solvent,0.2452,,0.2356,,,,10.1021/je801006q
dhmix_735622332528100449,303.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.7442,,C1COCCO1,Solvent,0.2558,,1.262,,,,10.1016/j.fluid.2006.03.020
dens_737444844226236939,298.15,100.0,Liquid,2,CNc1ccccc1,Solvent,0.7407,,Cc1ccccc1,Solvent,0.2593,,,,0.9531280000000004,,10.1021/je400134d
dhmix_737651034879117611,298.15,101.0,Liquid,2,COC=O,Solvent,0.2024,,ClCCCCl,Solvent,0.7976,,0.2064,,,,10.1016/j.jct.2006.10.008
dhmix_737664970380142659,298.15,100.0,Liquid,2,CCCCC(=O)OC,Solvent,0.264,,CO,Solvent,0.736,,0.736,,,,10.1016/j.jct.2015.02.019
dhmix_742165891508456751,308.15,100.0,Liquid,2,CN(C)C=O,Solvent,0.5118,,Cc1ccccc1Cl,Solvent,0.4882,,0.545,,,,10.1016/j.jct.2013.12.006
dhmix_749646723346712379,298.15,101.0,Liquid,2,CN1CCNCC1,Solvent,0.1998,,O,Solvent,0.8002,,-4.495,,,,10.1016/j.jct.2015.06.006
dhmix_750783514442722014,303.15,101.0,Liquid,2,CC(C)OC(C)C,Solvent,0.7871,,CCO,Solvent,0.2129,,0.441139,,,,10.1021/je9001416
dhmix_750836598727452635,298.15,101.0,Liquid,2,BrCCBr,Solvent,0.2446,,CCC(=O)OC,Solvent,0.7554,,0.09,,,,10.1016/j.jct.2006.05.004
dhmix_751583532241941855,298.15,101.0,Liquid,2,COC=O,Solvent,0.5024,,ClCCCCl,Solvent,0.4976,,0.3503,,,,10.1016/j.jct.2006.10.008
dens_757987512031704527,298.15,101.3,Liquid,2,CN(C)CCCO,Solvent,0.289504,,O,Solvent,0.710496,,,,0.9443,,10.1016/j.jct.2016.02.007
dhmix_758352937834374477,298.15,101.0,Liquid,2,CCCOC(=O)CC,Solvent,0.7394,,Cc1ccccc1,Solvent,0.2606,,-0.1135,,,,10.1016/j.jct.2006.08.011
dhmix_758960794525225631,298.15,101.0,Liquid,2,C=CCCCC,Solvent,0.75,,CCCO,Solvent,0.25,,0.682,,,,10.1021/je5004912
dens_759619055377667512,298.15,101.0,Liquid,2,COC=O,Solvent,0.5138,,ClCCCCl,Solvent,0.4862,,,,1.08831,,10.1016/j.jct.2006.10.008
dens_762147746792490801,298.15,100.0,Liquid,2,CN1CCCC1=O,Solvent,0.5049,,ClCCCCCCCl,Solvent,0.4951,,,,1.0490000000000002,,10.1021/je7003758
dens_766743880168950984,298.15,101.325,Liquid,1,CN1CCCCC1,Solvent,1.0,,,,,,,,0.8126200000000002,,10.1021/je200093f
dhmix_767295366121668824,308.15,100.0,Liquid,2,C1COCCO1,Solvent,0.2252,,O=C1CCCCCC1,Solvent,0.7748,,0.0783,,,,10.1021/acs.jced.6b00606
dens_769578226995321751,298.15,101.0,Liquid,2,CC(C)CO,Solvent,0.2874,,OC1=NCCC1,Solvent,0.7126,,,,1.0078300000000002,,10.1021/je801006q
dens_772027259977012878,298.15,101.0,Liquid,2,OC1=NCCC1,Solvent,0.4752,,c1ccncc1,Solvent,0.5248,,,,1.0431300000000003,,10.1021/je301353z
dhmix_774062272784565520,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.5,,O=C1CCCCC1,Solvent,0.5,,0.08658,,,,10.1021/je025649t
dhmix_777043099076451885,298.15,101.0,Liquid,2,CC(C)CO,Solvent,0.4978,,OC1=NCCC1,Solvent,0.5022,,0.2775,,,,10.1021/je801006q
dens_778557466795013613,298.15,101.0,Liquid,2,C1CCNCC1,Solvent,0.75,,O,Solvent,0.25,,,,0.8771300000000002,,10.1016/j.jct.2007.05.009
dhmix_780966237214044000,308.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.2454,,Cc1ccccc1C,Solvent,0.7546,,-0.0613,,,,10.1016/j.jct.2010.07.016
dens_784559175250381229,293.15,101.0,Liquid,2,CN1CCOCC1,Solvent,0.2538,,O,Solvent,0.7462,,,,0.9918800000000002,,10.1021/je800197t
dens_785809803696101884,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.4913,,Cc1ccncc1,Solvent,0.5087,,,,0.9162950000000002,,10.1016/j.tca.2011.02.002
dhmix_787082858801174687,313.15,101.0,Liquid,2,NCCNCCO,Solvent,0.4001,,O,Solvent,0.5999,,-4.15,,,,10.1016/j.jct.2007.03.010
dhmix_787212450232777539,313.15,101.0,Liquid,2,CN(CCO)CCO,Solvent,0.2593,,O,Solvent,0.7407,,-2.271,,,,10.1016/j.jct.2007.03.010
dhmix_789682812790117468,298.15,101.0,Liquid,2,BrCCBr,Solvent,0.503,,CCOC=O,Solvent,0.497,,0.404,,,,10.1016/j.jct.2005.07.009
dens_791992110818653238,298.15,101.0,Liquid,2,CCOCCO,Solvent,0.5048,,c1ccccc1,Solvent,0.4952,,,,0.8995700000000003,,10.1021/je034005y
dens_795049329605846396,298.15,101.33,Liquid,2,c1cc[nH]c1,Solvent,0.2273,,c1ccncc1,Solvent,0.7727,,,,0.9755600000000002,,10.1016/j.fluid.2013.10.029
dhmix_798975399163120542,298.15,101.0,Liquid,2,CCCCCCC,Solvent,0.5017,,CNc1ccccc1,Solvent,0.4983,,1.676,,,,10.1016/j.jct.2012.07.006
dhmix_800270835561094733,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.55,,O=C1CCCC1,Solvent,0.45,,0.15813,,,,10.1021/je025649t
dhmix_800537030998156976,298.15,101.0,Liquid,2,CCCCC,Solvent,0.7779,,CCOC=O,Solvent,0.2221,,1.051,,,,10.1016/j.fluid.2013.11.026
dens_800994756003828113,298.15,101.3,Liquid,2,CC(C)(C)Cl,Solvent,0.5148,,CC(C)OC(C)C,Solvent,0.4852,,,,0.7723510000000002,,10.1007/s10765-010-0737-5
dhmix_807040266204566088,298.15,101.3,Liquid,2,C1COCCO1,Solvent,0.5,,O=C1CCCCC1,Solvent,0.5,,0.28584,,,,10.1021/je034037l
dens_807052674188461560,298.15,101.325,Liquid,1,CN1CCNCC1,Solvent,1.0,,,,,,,,0.8998000000000002,,10.1016/j.fluid.2005.05.012
dens_808247242343150535,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.7658,,Cc1ccccc1Cl,Solvent,0.2342,,,,0.9336500000000002,,10.1021/je400722h
dhmix_808763586799083920,298.15,101.0,Liquid,2,BrCCCBr,Solvent,0.2313,,COC(C)=O,Solvent,0.7687,,0.2115,,,,10.1016/j.jct.2006.05.004
dens_810172825235736830,298.15,100.0,Liquid,2,C1CCCCC1,Solvent,0.4945,,CNc1ccccc1,Solvent,0.5055,,,,0.8759620000000002,,10.1021/je400134d
dens_811309306764734447,298.15,101.0,Liquid,2,CC(=O)CC(C)C,Solvent,0.5008,,CCC(C)(C)O,Solvent,0.4992,,,,0.7987300000000002,,10.1021/je300678r
dhmix_812804494911808734,298.15,101.0,Liquid,2,CC(=O)N(C)C,Solvent,0.506,,ClCCCCCl,Solvent,0.494,,-0.314,,,,10.1016/j.jct.2007.06.017
dhmix_829605430399939434,308.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.2732,,Cc1cccnc1,Solvent,0.7268,,0.1036,,,,10.1016/j.tca.2011.02.002
dens_831990998047253920,298.15,101.0,Liquid,2,CCC(C)=O,Solvent,0.7531,,CCCNCCC,Solvent,0.2469,,,,0.7771510000000001,,10.1016/j.tca.2010.09.004
dhmix_833361283423690564,308.15,101.0,Liquid,2,C1COCCO1,Solvent,0.4912,,Cc1ccccc1Cl,Solvent,0.5088,,0.356,,,,10.1021/je400722h
dens_833534756661665999,298.15,100.0,Liquid,2,CCCCCl,Solvent,0.2961,,CN1CCCC1=O,Solvent,0.7039,,,,0.9862000000000004,,10.1021/je7003758
dens_834035139779202453,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.2817,,c1cc[nH]c1,Solvent,0.7183,,,,0.9082800000000002,,10.1021/je100526j
dens_837232497292701193,308.15,101.0,Liquid,2,COc1ccccc1,Solvent,0.7673,,OCCc1ccccc1,Solvent,0.2327,,,,0.9869000000000002,,10.1021/je050085p
dens_841017818434780993,298.15,101.0,Liquid,2,CCC(C)(C)O,Solvent,0.6765,,CCO,Solvent,0.3235,,,,0.8048000000000002,,10.1021/je050416y
dhmix_848033519293905923,298.2,101.3,Liquid,2,CC(C)O,Solvent,0.7506,,CCOC(=O)CC(=O)OCC,Solvent,0.2494,,1.955,,,,10.1021/je9003806
dhmix_848075754112014753,308.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.741,,Cc1ccccc1N,Solvent,0.259,,-0.4892,,,,10.1021/je1005196
dens_850188447919658925,298.15,101.0,Liquid,2,O,Solvent,0.50929,,OCC(O)CO,Solvent,0.49071,,,,1.2137500000000003,,10.1016/j.tca.2013.07.012
dens_853792240866426270,298.15,101.0,Liquid,2,C1CCCC1,Solvent,0.5084,,CCCCCCCO,Solvent,0.4916,,,,0.7865310000000001,,10.1021/je800831d
dens_856050517203922982,298.15,101.325,Liquid,1,CCCCC,Solvent,1.0,,,,,,,,0.6208900000000002,,10.1016/j.fluid.2013.11.026
dens_857660178383068002,298.15,100.0,Liquid,2,CNc1ccccc1,Solvent,0.49,,Cc1ccccc1,Solvent,0.51,,,,0.9235800000000004,,10.1021/je400134d
dens_857829746733268450,293.15,101.325,Liquid,2,Cc1cccnc1,Solvent,0.7,,O,Solvent,0.3,,,,0.9690000000000002,,10.1016/j.jct.2004.11.009
dens_858894255039279006,298.15,100.0,Liquid,2,CCCCC(=O)OC,Solvent,0.7383,,COC(C)=O,Solvent,0.2617,,,,0.8914700000000002,,10.1021/acs.jced.5b00813
dens_859093803646696485,298.15,101.3,Liquid,2,C1COCCO1,Solvent,0.2436,,O=C1CCCC1,Solvent,0.7564,,,,0.9633500000000004,,10.1021/je034037l
dhmix_862182007584224898,298.15,101.0,Liquid,2,CC(=O)N(C)C,Solvent,0.5,,ClCCCl,Solvent,0.5,,-0.885,,,,10.1016/j.jct.2007.06.017
dens_865301986863936829,298.15,100.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.7243,,CCCC(=O)OC,Solvent,0.2757,,,,0.7279000000000001,,10.1021/acs.jced.5b00813
dhmix_866749867609585346,298.15,101.0,Liquid,2,OC1=NCCC1,Solvent,0.8311,,c1ccncc1,Solvent,0.1689,,0.0972,,,,10.1016/j.jct.2013.09.015
dhmix_868302622712303854,298.15,101.3,Liquid,2,C1COCCO1,Solvent,0.75,,CCCCCC(C)=O,Solvent,0.25,,0.4064,,,,10.1021/je034037l
dhmix_871043563989111481,308.15,101.0,Liquid,2,COc1ccccc1,Solvent,0.5232,,OCCc1ccccc1,Solvent,0.4768,,1.0457,,,,10.1021/je050085p
dhmix_873190844695675347,308.15,101.0,Liquid,2,CCOc1ccccc1,Solvent,0.5499,,OCc1ccccc1,Solvent,0.4501,,1.0561,,,,10.1021/je050085p
dens_875245505646293745,298.15,101.0,Liquid,2,CC1CCCCC1,Solvent,0.799,,CCCO,Solvent,0.201,,,,0.7688300000000002,,10.1016/j.jct.2005.06.011
dens_875431174423117988,298.15,101.3,Liquid,2,C1COCO1,Solvent,0.2251,,O=C1CCCC1,Solvent,0.7749,,,,0.9652800000000002,,10.1021/je034223r
dens_875563811586834831,298.15,101.325,Liquid,1,CC(C)OC(C)C,Solvent,1.0,,,,,,,,0.7182300000000001,,10.1016/j.fluid.2013.01.020
dhmix_876223567344854001,308.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.2254,,CNC=O,Solvent,0.7746,,0.1556,,,,10.1016/j.tca.2011.06.020
dens_877820207433485168,298.15,101.0,Liquid,2,Cc1ccccc1N,Solvent,0.5146,,Cc1ccccn1,Solvent,0.4854,,,,0.9748990000000002,,10.1016/j.jct.2010.12.028
dhmix_879101814144252287,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.217,,CCCCCO,Solvent,0.783,,0.6006,,,,10.1021/je060368x
dens_879323637700372311,298.15,101.0,Liquid,2,CNCCO,Solvent,0.1987,,O,Solvent,0.8013,,,,0.9960300000000002,,10.1021/je060457+
dhmix_881338458550032733,298.15,101.3,Liquid,2,C1COCCO1,Solvent,0.75,,O=C1CCCCC1,Solvent,0.25,,0.23662,,,,10.1021/je034037l
dens_881643945852699328,298.15,101.3,Liquid,2,CCCOC(=O)CC,Solvent,0.7346,,Cc1ccccc1,Solvent,0.2654,,,,0.8734100000000001,,10.1016/j.jct.2006.08.011
dhmix_883578486318624376,298.15,101.0,Liquid,2,CNc1ccccc1,Solvent,0.4973,,Cc1ccccc1,Solvent,0.5027,,0.497,,,,10.1016/j.jct.2012.07.006
dens_885590720029797626,298.15,100.0,Liquid,2,C1COCCO1,Solvent,0.4875,,O=C1CCCCC1,Solvent,0.5125,,,,0.9775400000000002,,10.1021/acs.jced.6b00606
dhmix_887319517939211811,303.15,100.0,Liquid,2,NCCNCCN,Solvent,0.702,,O,Solvent,0.298,,-3.393,,,,10.1016/j.jct.2015.04.030
dens_888943292722123020,298.15,101.0,Liquid,2,CCOC(=O)CC(=O)OCC,Solvent,0.7978,,CO,Solvent,0.2022,,,,1.0336070000000002,,10.1021/je100100n
dens_889673754402607490,298.15,101.0,Liquid,2,CCC(C)=O,Solvent,0.2069,,CCCCO,Solvent,0.7931,,,,0.8045220000000003,,10.1021/je5007604
dens_890123091682241160,298.15,101.0,Liquid,2,OC1=NCCC1,Solvent,0.2312,,c1ccncc1,Solvent,0.7688,,,,1.0106200000000003,,10.1021/je301353z
dens_895722633151906867,298.15,101.3,Liquid,2,O,Solvent,0.7532,,OC1=NCCC1,Solvent,0.2468,,,,1.077068,,10.1021/je0340809
dens_895777844510390492,298.15,101.0,Liquid,2,CC(C)=O,Solvent,0.2503,,CNc1ccccc1,Solvent,0.7497,,,,0.9502900000000002,,10.1021/je900874z
dhmix_898036477912976514,298.15,101.0,Liquid,2,CCC(C)(C)O,Solvent,0.4987,,CCOC(C)(C)CC,Solvent,0.5013,,0.8937,,,,10.1021/je300670n
dens_898046335710552865,298.15,101.0,Liquid,2,CCCCO,Solvent,0.46528,,OCCO,Solvent,0.53472,,,,0.9322200000000004,,10.1021/je700580g
dhmix_900127238974401678,298.15,101.0,Liquid,2,CCC(C)=O,Solvent,0.2099,,Nc1ccccc1,Solvent,0.7901,,-0.648,,,,10.1021/je200333p
dens_900995058509591117,298.15,101.0,Liquid,2,CCC(C)=O,Solvent,0.2589,,CNc1ccccc1,Solvent,0.7411,,,,0.9456330000000004,,10.1021/je100472t
dhmix_905103335357760353,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.7991,,CC(C)O,Solvent,0.2009,,0.702,,,,10.1016/j.jct.2015.01.013
dhmix_908772358340908265,298.15,100.0,Liquid,2,CC1CCCCC1,Solvent,0.7505,,CCCO,Solvent,0.2495,,0.574,,,,10.1016/j.jct.2016.10.005
dens_913582344710420712,308.15,101.0,Liquid,2,CCCCCCC,Solvent,0.2737,,c1ccccc1,Solvent,0.7263,,,,0.7855000000000002,,10.1007/s10765-009-0667-2
dens_915092207735329914,298.15,101.0,Liquid,2,CCCOC(=O)CC,Solvent,0.5188,,ClCCCl,Solvent,0.4812,,,,1.0064000000000002,,10.1016/j.jct.2008.10.007
dens_916716903308162537,297.71,101.0,Liquid,2,CCC(C)(C)O,Solvent,0.2997,,CCOC(C)(C)CC,Solvent,0.7003,,,,0.7709000000000001,,10.1021/je300670n
dens_918982631505354695,298.15,100.0,Liquid,2,CN1CCCC1=O,Solvent,0.4975,,ClCCCl,Solvent,0.5025,,,,1.1283000000000003,,10.1021/je7003758
dhmix_921190813861127125,303.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.7617,,CCO,Solvent,0.2383,,0.634022,,,,10.1021/je7005743
dhmix_923817245540274301,298.15,101.0,Liquid,2,NCCCO,Solvent,0.2982,,O,Solvent,0.7018,,-2.501,,,,10.1016/j.jct.2007.03.010
dhmix_924120692972667514,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.75,,O=C1CCCC1,Solvent,0.25,,0.12811,,,,10.1021/je025649t
dhmix_925183012142833335,308.15,101.0,Liquid,2,CN1CCCC1=O,Solvent,0.7418,,Cc1ccccc1,Solvent,0.2582,,-0.2141,,,,10.1016/j.jct.2010.12.016
dens_926064374194806294,298.15,101.325,Liquid,1,CC(C)(C)Cl,Solvent,1.0,,,,,,,,0.8370960000000002,,10.1016/j.jct.2012.02.039
dhmix_928755675889264879,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.5063,,CNc1ccccc1,Solvent,0.4937,,1.628,,,,10.1016/j.jct.2012.07.006
dhmix_930223701649134329,298.15,100.0,Liquid,2,CO,Solvent,0.2822,,COC=O,Solvent,0.7178,,1.105,,,,10.1016/j.jct.2015.02.019
dens_930927703396117079,298.15,101.0,Liquid,2,CC(C)=O,Solvent,0.4114,,Nc1ccccc1,Solvent,0.5886,,,,0.9457730000000002,,10.1021/je900874z
dens_932400637769282358,298.15,101.0,Liquid,2,CCCCCCC,Solvent,0.913667,,c1ccccc1,Solvent,0.086333,,,,0.6892400000000002,,10.1016/j.jct.2009.06.001
dens_935447724029264446,298.15,101.3,Liquid,2,CC(C)(C)Cl,Solvent,0.1991,,CC(C)OC(C)C,Solvent,0.8009,,,,0.7376660000000003,,10.1007/s10765-010-0737-5
dhmix_938914452540728121,308.15,101.32,Liquid,2,OCCOCCO,Solvent,0.5216,,OCc1ccccc1,Solvent,0.4784,,-0.4574,,,,10.1021/je0342062
dens_939802473205352789,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.5498,,O=C1CCCC1,Solvent,0.4502,,,,0.9073000000000002,,10.1021/je025649t
dhmix_941719346524585706,298.15,101.0,Liquid,2,CNCCO,Solvent,0.7988,,O,Solvent,0.2012,,-1.219,,,,10.1016/j.jct.2007.03.010
dens_942720393529287052,298.15,101.0,Liquid,2,CCC(C)=O,Solvent,0.2563,,Nc1ccccc1,Solvent,0.7437,,,,0.9712300000000004,,10.1021/je100472t
dhmix_942744304911402525,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.495,,c1cc[nH]c1,Solvent,0.505,,1.4275,,,,10.1016/j.fluid.2013.10.029
dens_944553661991828309,298.15,101.0,Liquid,2,CC(=O)CC(C)C,Solvent,0.7009,,CCC(C)(C)O,Solvent,0.2991,,,,0.7968700000000002,,10.1021/je300678r
dens_945864133079289397,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.7543,,CCCCCC,Solvent,0.2457,,,,0.7392000000000002,,10.1007/s10765-005-5572-8
dens_955290114743689318,298.15,101.0,Liquid,2,Cc1ccncc1,Solvent,0.225,,O,Solvent,0.775,,,,0.9848000000000002,,10.1021/je8008182
dens_966856848897655347,298.15,101.3,Liquid,2,C1COCO1,Solvent,0.785,,CCCCCC(C)=O,Solvent,0.215,,,,0.9696500000000002,,10.1021/je034223r
dens_968842821320646902,291.15,101.0,Liquid,2,CCCCC,Solvent,0.73,,COC=O,Solvent,0.27,,,,0.6740500000000001,,10.1016/j.fluid.2013.11.026
dens_968986246579570996,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.7315,,CNC=O,Solvent,0.2685,,,,0.9023610000000002,,10.1016/j.tca.2011.06.020
dhmix_970316765108925997,308.15,100.0,Liquid,2,CNC=O,Solvent,0.7476,,Cc1ccccc1Cl,Solvent,0.2524,,0.374,,,,10.1016/j.jct.2013.12.006
dens_975326576931953142,298.15,101.0,Liquid,2,O,Solvent,0.2997,,OCCOCCO,Solvent,0.7003,,,,1.1111900000000003,,10.1021/je700672f
dens_977279787247808785,298.15,101.0,Liquid,2,CC(C)=O,Solvent,0.4948,,CNc1ccccc1,Solvent,0.5052,,,,0.9107940000000002,,10.1021/je900874z
dhmix_979673101260434863,298.15,101.0,Liquid,2,CCCOC(=O)CC,Solvent,0.2389,,Cc1ccccc1,Solvent,0.7611,,-0.1404,,,,10.1016/j.jct.2006.08.011
dens_985637147477354206,298.15,101.0,Liquid,2,CCC(C)=O,Solvent,0.261,,CCN(CC)CC,Solvent,0.739,,,,0.7361510000000001,,10.1016/j.tca.2010.09.004
dens_986333654339364935,298.0,100.0,Liquid,2,CN(C)C=O,Solvent,0.7943,,ClCCCCCl,Solvent,0.2057,,,,0.9934000000000002,,10.1021/je700339f
dens_988518872121624404,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.5039,,CC(C)O,Solvent,0.4961,,,,0.7719000000000001,,10.1016/j.jct.2007.02.008
dens_988539991250237486,298.15,101.0,Liquid,2,NCCO,Solvent,0.21001,,c1ccncc1,Solvent,0.78999,,,,0.9825660000000004,,10.1021/je400184t
dens_994185995929205979,298.15,101.0,Liquid,2,CC(C)OC(C)C,Solvent,0.7004,,Cc1ccccc1,Solvent,0.2996,,,,0.7573100000000001,,10.1016/j.fluid.2008.06.019
dens_994257942347917584,298.15,101.0,Liquid,2,CCCOC=O,Solvent,0.4826,,ClCCCl,Solvent,0.5174,,,,1.06509,,10.1016/j.jct.2006.10.008
dens_994663460300211026,298.15,101.0,Liquid,2,CC(=O)c1ccccc1,Solvent,0.2517,,CC(C)O,Solvent,0.7483,,,,0.8654400000000002,,10.1021/je9005823
dhmix_995174882195908169,308.15,101.0,Liquid,2,COc1ccccc1,Solvent,0.5547,,OCCCc1ccccc1,Solvent,0.4453,,1.0293,,,,10.1021/je050085p
dens_995928043881775782,298.15,101.0,Liquid,2,CC(C)CO,Solvent,0.1997,,CCOC(=O)CC(=O)OCC,Solvent,0.8003,,,,1.0145710000000003,,10.1021/je100100n
dens_998755721334330615,297.71,101.0,Liquid,2,CCC(C)(C)O,Solvent,0.7994,,CCOC(C)(C)CC,Solvent,0.2006,,,,0.7932000000000002,,10.1021/je300670n
dhmix_1000881073763296674,298.15,100.0,Liquid,2,CCC(C)=O,Solvent,0.7893,,CCN(CC)CC,Solvent,0.2107,,0.455,,,,10.1016/j.fluid.2013.07.037
dens_1003881441896299842,298.15,101.325,Liquid,1,Cn1ccnc1,Solvent,1.0,,,,,,,,1.0332000000000003,,10.1016/j.fluid.2009.02.011
dens_1004730402726445734,308.15,101.0,Liquid,2,COc1ccccc1,Solvent,0.7477,,OCCCc1ccccc1,Solvent,0.2523,,,,0.9827800000000002,,10.1021/je050085p
dhmix_1004837825189297264,298.15,101.3,Liquid,2,C1COCO1,Solvent,0.5,,CCCC(C)=O,Solvent,0.5,,0.21077,,,,10.1021/je034223r
dhmix_1007246456659016360,298.15,101.3,Liquid,2,Clc1ccccc1,Solvent,0.2258,,c1ccccc1,Solvent,0.7742,,-0.0046,,,,10.1021/je7002447
