Id,Temperature (K),Pressure (kPa),Phase,N Components,Component 1,Role 1,Mole Fraction 1,Exact Amount 1,Component 2,Role 2,Mole Fraction 2,Exact Amount 2,Density Value (g / ml),Density Uncertainty (g / ml),EnthalpyOfMixing Value (kJ / mol),EnthalpyOfMixing Uncertainty (kJ / mol),Source
dhmix_851348734569201512,298.15,101.0,Liquid,2,CN(C)C=O,Solvent,0.796,,ClCCCCCCCl,Solvent,0.2039999999999999,,,,0.24,0.0025,10.1016/j.jct.2007.06.017
dens_857660178383068002,298.15,100.0,Liquid,2,CNc1ccccc1,Solvent,0.49,,Cc1ccccc1,Solvent,0.51,,0.9235800000000004,0.000164,,,10.1021/je400134d
dens_857829746733268450,293.15,101.325,Liquid,2,Cc1cccnc1,Solvent,0.7,,O,Solvent,0.3,,0.9690000000000002,0.0003,,,10.1016/j.jct.2004.11.009
dens_858894255039279006,298.15,100.0,Liquid,2,CCCCC(=O)OC,Solvent,0.7383,,COC(C)=O,Solvent,0.2617,,0.8914700000000002,0.000505,,,10.1021/acs.jced.5b00813
dens_859093803646696485,298.15,101.3,Liquid,2,C1COCCO1,Solvent,0.2436,,O=C1CCCC1,Solvent,0.7564,,0.9633500000000004,0.000245,,,10.1021/je034037l
dhmix_862182007584224898,298.15,101.0,Liquid,2,CC(=O)N(C)C,Solvent,0.5,,ClCCCl,Solvent,0.5,,,,-0.885,0.004,10.1016/j.jct.2007.06.017
dhmix_866749867609585346,298.15,101.0,Liquid,2,OC1=NCCC1,Solvent,0.8311,,c1ccncc1,Solvent,0.1689,,,,0.0972,0.0243,10.1016/j.jct.2013.09.015
dhmix_868302622712303854,298.15,101.3,Liquid,2,C1COCCO1,Solvent,0.75,,CCCCCC(C)=O,Solvent,0.25,,,,0.4064,0.00209,10.1021/je034037l
dhmix_871043563989111481,308.15,101.0,Liquid,2,COc1ccccc1,Solvent,0.5232,,OCCc1ccccc1,Solvent,0.4768,,,,1.0457,0.0112,10.1021/je050085p
dhmix_872952692317321010,298.39,101.0,Liquid,2,CCC#N,Solvent,0.5025,,CCOC(C)(C)CC,Solvent,0.4975,,,,0.7023,0.00955,10.1021/je301238f
dens_875431174423117988,298.15,101.3,Liquid,2,C1COCO1,Solvent,0.2251,,O=C1CCCC1,Solvent,0.7749,,0.9652800000000002,0.000245,,,10.1021/je034223r
dens_877820207433485168,298.15,101.0,Liquid,2,Cc1ccccc1N,Solvent,0.5146,,Cc1ccccn1,Solvent,0.4854,,0.9748990000000002,0.0002315,,,10.1016/j.jct.2010.12.028
dhmix_879101814144252287,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.217,,CCCCCO,Solvent,0.783,,,,0.6006,0.00455,10.1021/je060368x
dens_879323637700372311,298.15,101.0,Liquid,2,CNCCO,Solvent,0.1987,,O,Solvent,0.8013,,0.9960300000000002,0.00016,,,10.1021/je060457+
dhmix_881338458550032733,298.15,101.3,Liquid,2,C1COCCO1,Solvent,0.75,,O=C1CCCCC1,Solvent,0.25,,,,0.23662,0.001355,10.1021/je034037l
dens_882670470891593339,308.15,101.32,Liquid,2,OCCO,Solvent,0.7371,,OCc1ccccc1,Solvent,0.2629,,1.0753200000000005,0.000275,,,10.1021/je0342062
dens_885508652902586291,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.2373,,Cc1ccccn1,Solvent,0.7626999999999999,,0.9261620000000004,0.0004855,,,10.1016/j.tca.2011.02.002
dhmix_887319517939211811,303.15,100.0,Liquid,2,NCCNCCN,Solvent,0.702,,O,Solvent,0.298,,,,-3.393,0.036,10.1016/j.jct.2015.04.030
dens_888943292722123020,298.15,101.0,Liquid,2,CCOC(=O)CC(=O)OCC,Solvent,0.7978,,CO,Solvent,0.2022,,1.0336070000000002,0.0001155,,,10.1021/je100100n
dens_890123091682241160,298.15,101.0,Liquid,2,OC1=NCCC1,Solvent,0.2312,,c1ccncc1,Solvent,0.7688,,1.0106200000000003,0.00051,,,10.1021/je301353z
dhmix_893129505279794247,308.15,101.32,Liquid,2,OCCOCCO,Solvent,0.7658,,OCc1ccccc1,Solvent,0.2341999999999999,,,,-0.3712,0.0073,10.1021/je0342062
dhmix_895089156263693793,303.15,100.0,Liquid,2,CCOC(=O)C(C)C,Solvent,0.48,,CO,Solvent,0.52,,,,0.671,0.0045,10.1016/j.jct.2019.105884
dens_895722633151906867,298.15,101.3,Liquid,2,O,Solvent,0.7532,,OC1=NCCC1,Solvent,0.2468,,1.077068,0.0004905,,,10.1021/je0340809
dens_895777844510390492,298.15,101.0,Liquid,2,CC(C)=O,Solvent,0.2503,,CNc1ccccc1,Solvent,0.7497,,0.9502900000000002,0.0003395,,,10.1021/je900874z
dhmix_898036477912976514,298.15,101.0,Liquid,2,CCC(C)(C)O,Solvent,0.4987,,CCOC(C)(C)CC,Solvent,0.5013,,,,0.8937,0.01225,10.1021/je300670n
dhmix_900127238974401678,298.15,101.0,Liquid,2,CCC(C)=O,Solvent,0.2099,,Nc1ccccc1,Solvent,0.7901,,,,-0.648,0.007,10.1021/je200333p
dens_900785843890322111,298.15,101.3,Liquid,2,C1COCCO1,Solvent,0.5006,,CCCCCC(C)=O,Solvent,0.4993999999999999,,0.8916700000000002,0.000345,,,10.1021/je034037l
dens_900995058509591117,298.15,101.0,Liquid,2,CCC(C)=O,Solvent,0.2589,,CNc1ccccc1,Solvent,0.7411,,0.9456330000000004,0.000259,,,10.1021/je100472t
dhmix_904419226735903350,298.15,101.0,Liquid,2,C1COCCN1,Solvent,0.201,,O,Solvent,0.7989999999999999,,,,-2.758,0.0295,10.1016/j.jct.2015.06.006
dhmix_905103335357760353,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.7991,,CC(C)O,Solvent,0.2009,,,,0.702,0.017,10.1016/j.jct.2015.01.013
dhmix_905849834745904692,298.15,101.0,Liquid,2,O,Solvent,0.4987,,OCCCO,Solvent,0.5013,,,,-0.992,0.0125,10.1016/j.jct.2005.06.018
dens_906038249544930047,298.15,101.0,Liquid,2,BrCCCCBr,Solvent,0.7170000000000001,,COC=O,Solvent,0.283,,1.6702600000000003,0.00259,,,10.1016/j.jct.2006.05.004
dhmix_908772358340908265,298.15,100.0,Liquid,2,CC1CCCCC1,Solvent,0.7505,,CCCO,Solvent,0.2495,,,,0.574,0.0055,10.1016/j.jct.2016.10.005
dhmix_909283323032852030,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.7255,,CCCCCC,Solvent,0.2744999999999999,,,,0.199,0.00145,10.1016/j.jct.2008.12.004
dhmix_912728911778284287,303.15,101.0,Liquid,2,CC(C)OC(C)C,Solvent,0.455,,Cc1ccccc1,Solvent,0.5449999999999999,,,,0.0323,0.0051,10.1016/j.fluid.2007.03.017
dens_913582344710420712,308.15,101.0,Liquid,2,CCCCCCC,Solvent,0.2737,,c1ccccc1,Solvent,0.7263,,0.7855000000000002,0.00015,,,10.1007/s10765-009-0667-2
dens_913773488384703083,298.15,101.0,Liquid,2,CC(C)CO,Solvent,0.4893999999999999,,OC1=NCCC1,Solvent,0.5106,,0.9431100000000002,0.00017,,,10.1021/je801006q
dens_918982631505354695,298.15,100.0,Liquid,2,CN1CCCC1=O,Solvent,0.4975,,ClCCCl,Solvent,0.5025,,1.1283000000000003,0.0002,,,10.1021/je7003758
dhmix_921190813861127125,303.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.7617,,CCO,Solvent,0.2383,,,,0.634022,0.006851,10.1021/je7005743
dhmix_923817245540274301,298.15,101.0,Liquid,2,NCCCO,Solvent,0.2982,,O,Solvent,0.7018,,,,-2.501,0.051,10.1016/j.jct.2007.03.010
dhmix_924120692972667514,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.75,,O=C1CCCC1,Solvent,0.25,,,,0.12811,0.000895,10.1021/je025649t
dhmix_925183012142833335,308.15,101.0,Liquid,2,CN1CCCC1=O,Solvent,0.7418,,Cc1ccccc1,Solvent,0.2582,,,,-0.2141,0.0024,10.1016/j.jct.2010.12.016
dens_926401859561828456,298.15,101.0,Liquid,2,CO,Solvent,0.3003,,O,Solvent,0.6997,,0.9252100000000004,0.000125,,,10.1016/j.jct.2007.05.004
dens_927465203951848694,298.15,100.5,Liquid,2,CCO,Solvent,0.5,,CCOC(=O)CC(C)=O,Solvent,0.5,,0.9484700000000004,0.000155,,,10.1021/je050402s
dhmix_928755675889264879,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.5063,,CNc1ccccc1,Solvent,0.4937,,,,1.628,0.0175,10.1016/j.jct.2012.07.006
dhmix_930223701649134329,298.15,100.0,Liquid,2,CO,Solvent,0.2822,,COC=O,Solvent,0.7178,,,,1.105,0.012,10.1016/j.jct.2015.02.019
dens_930654953955540891,298.148,101.325,Liquid,2,CN(CCO)CCO,Solvent,0.4849,,O,Solvent,0.5151,,1.048636,0.0002475,,,10.1021/je030120x
dens_930927703396117079,298.15,101.0,Liquid,2,CC(C)=O,Solvent,0.4114,,Nc1ccccc1,Solvent,0.5886,,0.9457730000000002,0.0001285,,,10.1021/je900874z
dhmix_931461919322188111,298.15,101.0,Liquid,2,CCCC#N,Solvent,0.2528,,c1ccccc1,Solvent,0.7472,,,,-0.0571,0.00125,10.1021/je100489z
dens_935447724029264446,298.15,101.3,Liquid,2,CC(C)(C)Cl,Solvent,0.1991,,CC(C)OC(C)C,Solvent,0.8009,,0.7376660000000003,0.0004545,,,10.1007/s10765-010-0737-5
dens_935588359515700722,298.15,101.3,Liquid,2,CC(C)CCl,Solvent,0.5137,,CC(C)OC(C)C,Solvent,0.4862999999999999,,0.7878250000000002,0.000405,,,10.1007/s10765-010-0737-5
dhmix_938914452540728121,308.15,101.32,Liquid,2,OCCOCCO,Solvent,0.5216,,OCc1ccccc1,Solvent,0.4784,,,,-0.4574,0.00865,10.1021/je0342062
dens_939802473205352789,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.5498,,O=C1CCCC1,Solvent,0.4502,,0.9073000000000002,0.000235,,,10.1021/je025649t
dens_941463926556608811,293.15,101.0,Liquid,2,COC(C)(C)C,Solvent,0.276,,ClC(Cl)Cl,Solvent,0.724,,1.2259000000000004,0.0002,,,10.1021/je100821g
dhmix_941719346524585706,298.15,101.0,Liquid,2,CNCCO,Solvent,0.7988,,O,Solvent,0.2012,,,,-1.219,0.025,10.1016/j.jct.2007.03.010
dens_942720393529287052,298.15,101.0,Liquid,2,CCC(C)=O,Solvent,0.2563,,Nc1ccccc1,Solvent,0.7437,,0.9712300000000004,4.900000000000001e-05,,,10.1021/je100472t
dhmix_942744304911402525,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.495,,c1cc[nH]c1,Solvent,0.505,,,,1.4275,0.00895,10.1016/j.fluid.2013.10.029
dens_944553661991828309,298.15,101.0,Liquid,2,CC(=O)CC(C)C,Solvent,0.7009,,CCC(C)(C)O,Solvent,0.2991,,0.7968700000000002,0.00018,,,10.1021/je300678r
dens_945864133079289397,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.7543,,CCCCCC,Solvent,0.2457,,0.7392000000000002,0.00065,,,10.1007/s10765-005-5572-8
dens_951732293345361972,298.15,101.0,Liquid,2,CN(CCO)CCO,Solvent,0.6699999999999999,,c1ccncc1,Solvent,0.33,,1.0161020000000005,0.000102,,,10.1021/je400184t
dens_952125264926996265,298.15,100.0,Liquid,2,CC(=O)N(C)C,Solvent,0.2105,,CCCCCl,Solvent,0.7895,,0.8918000000000001,0.0002,,,10.1021/je700096m
dens_953239204979967149,298.15,100.0,Liquid,2,CCCCCCCCCl,Solvent,0.1997999999999999,,CN(C)C=O,Solvent,0.8002,,0.9149000000000002,0.0003,,,10.1021/je700096m
dens_955290114743689318,298.15,101.0,Liquid,2,Cc1ccncc1,Solvent,0.225,,O,Solvent,0.775,,0.9848000000000002,0.0004,,,10.1021/je8008182
dens_956958529536784597,298.15,101.3,Liquid,2,CCCOC(=O)CC,Solvent,0.2747,,Cc1ccccc1,Solvent,0.7253000000000001,,0.8675700000000003,0.00018,,,10.1016/j.jct.2006.08.011
dhmix_967629230094437399,298.15,101.0,Liquid,2,CC(=O)N(C)C,Solvent,0.215,,CCCCCCCCCl,Solvent,0.785,,,,0.519,0.0035,10.1016/j.jct.2007.01.017
dens_969341968526685157,298.0,100.0,Liquid,2,CC(=O)N(C)C,Solvent,0.7006,,ClCCCCCCCl,Solvent,0.2994,,0.9853000000000002,0.00175,,,10.1021/je700339f
dens_975126766043809621,298.15,101.0,Liquid,2,Cc1ccccc1N,Solvent,0.2655,,Cc1ccncc1,Solvent,0.7344999999999999,,0.9662520000000002,0.00012,,,10.1016/j.jct.2010.12.028
dens_977279787247808785,298.15,101.0,Liquid,2,CC(C)=O,Solvent,0.4948,,CNc1ccccc1,Solvent,0.5052,,0.9107940000000002,0.000263,,,10.1021/je900874z
dhmix_978803760991649251,298.15,101.0,Liquid,2,CC(=O)N(C)C,Solvent,0.703,,CCCCCCCCCl,Solvent,0.297,,,,0.751,0.004,10.1016/j.jct.2007.01.017
dhmix_979673101260434863,298.15,101.0,Liquid,2,CCCOC(=O)CC,Solvent,0.2389,,Cc1ccccc1,Solvent,0.7611,,,,-0.1404,0.0037,10.1016/j.jct.2006.08.011
dens_985637147477354206,298.15,101.0,Liquid,2,CCC(C)=O,Solvent,0.261,,CCN(CC)CC,Solvent,0.739,,0.7361510000000001,0.000106,,,10.1016/j.tca.2010.09.004
dens_986333654339364935,298.0,100.0,Liquid,2,CN(C)C=O,Solvent,0.7943,,ClCCCCCl,Solvent,0.2057,,0.9934000000000002,0.00245,,,10.1021/je700339f
dens_988518872121624404,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.5039,,CC(C)O,Solvent,0.4961,,0.7719000000000001,0.0003,,,10.1016/j.jct.2007.02.008
dens_988539991250237486,298.15,101.0,Liquid,2,NCCO,Solvent,0.21001,,c1ccncc1,Solvent,0.78999,,0.9825660000000004,0.0001015,,,10.1021/je400184t
dhmix_989178710016569653,298.15,101.0,Liquid,2,BrCCCCBr,Solvent,0.482,,COC=O,Solvent,0.518,,,,1.0243,0.0087,10.1016/j.jct.2006.05.004
dens_994185995929205979,298.15,101.0,Liquid,2,CC(C)OC(C)C,Solvent,0.7004,,Cc1ccccc1,Solvent,0.2996,,0.7573100000000001,0.000155,,,10.1016/j.fluid.2008.06.019
dens_994663460300211026,298.15,101.0,Liquid,2,CC(=O)c1ccccc1,Solvent,0.2517,,CC(C)O,Solvent,0.7483,,0.8654400000000002,0.000245,,,10.1021/je9005823
dhmix_995174882195908169,308.15,101.0,Liquid,2,COc1ccccc1,Solvent,0.5547,,OCCCc1ccccc1,Solvent,0.4453,,,,1.0293,0.01105,10.1021/je050085p
dens_998755721334330615,297.71,101.0,Liquid,2,CCC(C)(C)O,Solvent,0.7994,,CCOC(C)(C)CC,Solvent,0.2006,,0.7932000000000002,0.00025,,,10.1021/je300670n
dens_999069126395680605,298.15,101.3,Liquid,2,CC(C)OC(C)C,Solvent,0.2845999999999999,,CCCCCl,Solvent,0.7154,,0.8263210000000002,0.000365,,,10.1007/s10765-010-0737-5
dhmix_1000881073763296674,298.15,100.0,Liquid,2,CCC(C)=O,Solvent,0.7893,,CCN(CC)CC,Solvent,0.2107,,,,0.455,0.005,10.1016/j.fluid.2013.07.037
dhmix_1004837825189297264,298.15,101.3,Liquid,2,C1COCO1,Solvent,0.5,,CCCC(C)=O,Solvent,0.5,,,,0.21077,0.00122,10.1021/je034223r
dhmix_1007246456659016360,298.15,101.3,Liquid,2,Clc1ccccc1,Solvent,0.2258,,c1ccccc1,Solvent,0.7742,,,,-0.0046,0.0004,10.1021/je7002447
dens_1008594934599550563,298.15,101.0,Liquid,2,CCCCO,Solvent,0.2919,,NCCN,Solvent,0.7081,,0.8676960000000002,0.0002205,,,10.1021/je1012857
dens_1008714315485991791,298.15,101.0,Liquid,2,O,Solvent,0.29374,,OCCO,Solvent,0.70626,,1.1022400000000003,0.0005,,,10.1016/j.fluid.2013.01.025
dhmix_1012132190349602975,298.15,101.0,Liquid,2,CCCCCCCCCl,Solvent,0.493,,CN1CCCC1=O,Solvent,0.507,,,,0.638,0.0035,10.1016/j.jct.2008.01.024
dhmix_1014202619278600602,298.15,101.0,Liquid,2,CCCCC(=O)OCC,Solvent,0.5198,,CCOC(C)=O,Solvent,0.4801999999999999,,,,0.154,0.002,10.1016/j.jct.2012.03.011
dhmix_1014729458055084408,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.25,,O=C1CCCC1,Solvent,0.75,,,,0.11325,0.00084,10.1021/je025649t
dhmix_1017289470793050838,298.15,101.0,Liquid,2,CCCCCl,Solvent,0.493,,CN(C)C=O,Solvent,0.507,,,,0.571,0.003,10.1016/j.jct.2007.01.017
dens_1017952129059069947,298.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.1999999999999999,,CCCCOCCCC,Solvent,0.8,,0.7497500000000001,0.00017,,,10.1021/je900496t
dens_1020589065453435066,298.15,101.0,Liquid,2,CCCCCC,Solvent,0.1588,,Cc1ccccc1,Solvent,0.8412,,0.8226300000000002,0.000335,,,10.1016/j.jct.2005.10.011
dens_1022614845833240833,298.15,101.3,Liquid,2,O,Solvent,0.7553,,OCCCO,Solvent,0.2447,,1.0381600000000004,0.00019,,,10.1021/je0340755
dhmix_1023361229112134082,308.15,101.32,Liquid,2,OCCO,Solvent,0.4817,,OCc1ccccc1,Solvent,0.5183,,,,0.201,0.00465,10.1021/je0342062
dens_1025012537594376581,298.15,101.0,Liquid,2,CCCCCCCCC,Solvent,0.4992,,COC(C)(C)C,Solvent,0.5008,,0.7207300000000002,0.00029,,,10.1021/je700428f
dhmix_1027524180386870709,308.15,101.0,Liquid,2,CCOCCO,Solvent,0.2411,,c1ccccc1,Solvent,0.7589,,,,0.6303,0.00815,10.1016/j.fluid.2006.04.016
dhmix_1029476486984164929,298.15,101.0,Liquid,2,BrCCBr,Solvent,0.514,,CCOC(=O)CC,Solvent,0.486,,,,-0.1259,0.00205,10.1016/j.jct.2005.07.009
dens_1030909680751660576,298.15,101.0,Liquid,2,NCCO,Solvent,0.78535,,c1ccncc1,Solvent,0.21465,,1.002592,0.000101,,,10.1021/je400184t
dhmix_1033823887869633708,298.15,101.0,Liquid,2,CC#N,Solvent,0.7715,,c1ccccc1,Solvent,0.2285,,,,0.3988,0.00815,10.1021/je100489z
dhmix_1040732359739781038,298.15,101.0,Liquid,2,CCCCCCCCCl,Solvent,0.2049999999999999,,CN(C)C=O,Solvent,0.795,,,,0.79,0.0045,10.1016/j.jct.2007.01.017
dhmix_1042863145376307530,298.15,101.0,Liquid,2,BrCCCBr,Solvent,0.2411999999999999,,CCCCOC(=O)CCC,Solvent,0.7588,,,,-0.094,0.001,10.1016/j.jct.2009.05.006
dens_1043271962526760415,298.15,101.0,Liquid,2,C1COCCO1,Solvent,0.7978000000000001,,O=C1CCCCC1,Solvent,0.2022,,1.0062000000000002,0.00025,,,10.1016/j.jct.2012.05.005
dhmix_1044130442481648280,298.15,101.0,Liquid,2,CCC(C)(C)O,Solvent,0.2996999999999999,,CCOC(C)(C)CC,Solvent,0.7003,,,,0.9727,0.0132,10.1021/je300670n
dens_1046692735910168950,298.15,101.3,Liquid,2,CCCCCC(C)=O,Solvent,0.2097,,CCCCNCCCC,Solvent,0.7903,,0.7655110000000002,8.400000000000002e-05,,,10.1016/j.jct.2011.05.003
dhmix_1050005642393004089,298.15,101.0,Liquid,2,CCC(C)=O,Solvent,0.9018,,Nc1ccccc1,Solvent,0.0981999999999999,,,,-0.469,0.005,10.1021/je200333p
dens_1050524861696305836,298.15,100.0,Liquid,2,CCCCCCC,Solvent,0.497,,CNc1ccccc1,Solvent,0.503,,0.8106920000000002,0.0001785,,,10.1021/je400134d
dens_1051214187162081687,298.15,101.0,Liquid,2,CC(C)O,Solvent,0.7452,,NCCN,Solvent,0.2548,,0.8163970000000003,0.0002325,,,10.1021/je1012857
dhmix_1055387096937921951,298.15,100.0,Liquid,2,CCO,Solvent,0.7006,,CCOC(=O)CC(C)=O,Solvent,0.2994,,,,1.4925,0.01605,10.1016/j.fluid.2008.03.012
dens_1057503192731382531,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.2536,,Cc1ccncc1,Solvent,0.7464,,0.9329390000000002,0.0002125,,,10.1016/j.tca.2011.02.002
dens_1058772259032256761,303.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.2275,,CN1CCCC1=O,Solvent,0.7725,,0.9583800000000002,0.000245,,,10.1016/j.jct.2006.06.005
dens_1061068543980177416,298.15,100.0,Liquid,2,CO,Solvent,0.2729,,COC=O,Solvent,0.7271,,0.9321000000000004,8.000000000000002e-05,,,10.1016/j.jct.2015.02.019
dhmix_1061082834374270115,298.15,100.0,Liquid,2,CC(=O)c1ccccc1,Solvent,0.7006,,CC(C)O,Solvent,0.2994,,,,1.3758,0.01485,10.1021/je7006633
dens_1061400574140163114,298.0,100.0,Liquid,2,CC(=O)N(C)C,Solvent,0.2001,,ClCCCCCl,Solvent,0.7999,,1.0978,0.0023,,,10.1021/je700339f
dhmix_1063440454484769070,298.15,101.0,Liquid,2,C=CCCCC,Solvent,0.25,,CCCCO,Solvent,0.75,,,,0.2829,0.00333,10.1016/j.fluid.2011.11.005
dens_1064020219415124638,298.15,101.3,Liquid,2,Clc1ccccc1,Solvent,0.7358,,c1ccccc1,Solvent,0.2642,,1.0465000000000002,0.0002,,,10.1021/je030130y
dhmix_1065570896798566890,298.15,101.0,Liquid,2,O,Solvent,0.2307,,OC1=NCCC1,Solvent,0.7693,,,,-0.678,0.1695,10.1016/j.jct.2013.09.015
dhmix_1066102305678172128,298.15,101.0,Liquid,2,CNCCO,Solvent,0.5017,,O,Solvent,0.4982999999999999,,,,-2.508,0.051,10.1016/j.jct.2007.03.010
dens_1069965676217366510,298.15,100.0,Liquid,2,CC#N,Solvent,0.2455,,CCCCOCCCC,Solvent,0.7545,,0.7653000000000001,0.00028,,,10.1016/j.jct.2007.09.007
dens_1084196293603655581,298.0,100.0,Liquid,2,CC(=O)N(C)C,Solvent,0.4943,,ClCCCCCCCl,Solvent,0.5057,,1.0123000000000002,0.0016,,,10.1021/je700339f
dhmix_1084723358390488187,298.15,100.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.4407,,CCCC(=O)OC,Solvent,0.5593,,,,1.053,0.0115,10.1021/acs.jced.5b00813
dhmix_1085861380239677901,298.15,101.3,Liquid,2,CC(C)CO,Solvent,0.2938,,CCCCBr,Solvent,0.7061999999999999,,,,1.248,0.0135,10.1021/je020110g
dens_1086832781362509924,303.15,101.0,Liquid,2,CCC(C)=O,Solvent,0.7793,,CN1CCCC1=O,Solvent,0.2207,,0.8467600000000002,0.002595,,,10.1016/j.jct.2009.01.006
dhmix_1090317179501290620,298.15,101.0,Liquid,2,CCCCCC(C)=O,Solvent,0.788,,CCCNCCC,Solvent,0.212,,,,0.088,0.001,10.1016/j.fluid.2013.01.011
dhmix_1090606554309358086,303.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.5324,,CCCCCCCC,Solvent,0.4676,,,,0.258,0.005,10.1016/j.fluid.2006.03.020
dens_1092132725155090729,298.15,101.3,Liquid,2,C1COCO1,Solvent,0.3499,,CCCC(C)=O,Solvent,0.6501,,0.8687200000000003,0.00022,,,10.1021/je034223r
dens_1092159188063475996,293.15,101.0,Liquid,2,COC(C)(C)C,Solvent,0.7286,,ClC(Cl)Cl,Solvent,0.2714,,0.8956000000000003,0.00015,,,10.1021/je100821g
dens_1098809582150536619,298.15,100.0,Liquid,2,C1COCCO1,Solvent,0.7489,,O=C1CCCCCC1,Solvent,0.2511,,0.9994100000000002,0.00051,,,10.1021/acs.jced.6b00606
dens_1099767710746679119,298.15,101.0,Liquid,2,COC=O,Solvent,0.2795,,ClCCCl,Solvent,0.7204999999999999,,1.1777100000000005,0.00034,,,10.1016/j.jct.2006.10.008
dhmix_1100241506322318218,308.15,101.0,Liquid,2,Cc1ccccc1N,Solvent,0.4783,,Cc1ccncc1,Solvent,0.5217,,,,-1.4295,0.0291,10.1016/j.jct.2010.12.028
dhmix_1100268908064148816,298.15,101.0,Liquid,2,NCCO,Solvent,0.74678,,c1ccncc1,Solvent,0.25322,,,,0.612,0.003,10.1021/je400184t
dens_1105362085976069827,298.15,101.0,Liquid,2,CCCC#N,Solvent,0.7,,c1ccccc1,Solvent,0.3,,0.8138540000000002,6.100000000000001e-05,,,10.1021/acs.jced.5b00009
dhmix_1109004419114462012,298.15,100.0,Liquid,2,CC#N,Solvent,0.2416,,CCCCOCCCC,Solvent,0.7584,,,,0.94593,0.00601,10.1021/acs.jced.5b00838
dens_1115769062041711849,298.15,101.0,Liquid,2,c1cc[nH]c1,Solvent,0.3142,,c1ccccc1,Solvent,0.6858,,0.9043500000000002,0.000195,,,10.1021/je100526j
dens_1117983003941264216,308.15,101.0,Liquid,2,CCOc1ccccc1,Solvent,0.7929,,OCCc1ccccc1,Solvent,0.2070999999999999,,0.9624400000000004,0.00026,,,10.1021/je050085p
dens_1120876918018717259,298.15,101.0,Liquid,2,CCC(C)=O,Solvent,0.9019,,Nc1ccccc1,Solvent,0.0980999999999999,,0.8265540000000001,7.200000000000002e-05,,,10.1021/je100472t
dens_1127535029153198798,298.15,100.0,Liquid,2,CCCCCCCl,Solvent,0.4992999999999999,,CN1CCCC1=O,Solvent,0.5007,,0.9389000000000002,0.0002,,,10.1021/je7003758
dens_1127776837003551162,298.15,101.3,Liquid,2,C1COCCO1,Solvent,0.7803,,CCCCCC(C)=O,Solvent,0.2197,,0.9576500000000002,0.0003,,,10.1021/je034037l
dens_1128380746169629474,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.4994,,CCCCCO,Solvent,0.5005999999999999,,0.8425400000000002,0.00033,,,10.1021/je060368x
dens_1132332119637194387,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.2318,,Cc1ccccc1C,Solvent,0.7682,,0.8770400000000002,0.0005,,,10.1021/je5004719
dhmix_1134816965243371671,298.2,101.3,Liquid,2,CC(C)O,Solvent,0.7505999999999999,,CCOC(=O)CC(=O)OCC,Solvent,0.2494,,,,1.955,0.021,10.1021/je9003806
dens_1137209958516140237,298.15,101.0,Liquid,2,CCCCO,Solvent,0.7555000000000001,,OC1=NCCC1,Solvent,0.2445,,0.8711500000000002,0.000185,,,10.1021/je801006q
dens_1137597098172076189,298.15,101.0,Liquid,2,CC(=O)CC(C)C,Solvent,0.2017,,CCC(C)(C)O,Solvent,0.7983,,0.8030000000000002,0.00019,,,10.1021/je300678r
dhmix_1139263374951425145,298.15,101.0,Liquid,2,O,Solvent,0.7681,,OC1=NCCC1,Solvent,0.2319,,,,-0.5238,0.13095,10.1016/j.jct.2013.09.015
dhmix_1140676849638763357,298.15,100.0,Liquid,2,CC(=O)CC(C)=O,Solvent,0.7492,,O,Solvent,0.2508,,,,0.6211,0.00695,10.1016/j.fluid.2007.12.008
dhmix_1142362965330949520,308.15,101.0,Liquid,2,C1COCO1,Solvent,0.2679,,Cc1ccccc1Cl,Solvent,0.7321,,,,0.272,0.0015,10.1021/je400722h
dens_1143469683378810829,298.0,100.0,Liquid,2,CC(=O)N(C)C,Solvent,0.4999,,ClCCCl,Solvent,0.5001,,1.0774000000000004,0.00325,,,10.1021/je700339f
dens_1145043557755783234,298.15,101.3,Liquid,2,C1COCO1,Solvent,0.785,,CCCCCC(C)=O,Solvent,0.2149999999999999,,0.9696500000000002,0.0003,,,10.1021/je034223r
dens_1146355998257600336,298.15,100.8,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.75,,CC(C)OC(C)C,Solvent,0.25,,0.6937500000000002,0.000155,,,10.1021/je050367p
