FF,Group,Type,n_dataset,n_in_dataset,n_high_error,n_in_high_error,fraction_in_dataset,fraction_in_high_error,ratio_representation
Sage 2.3.0rc1 + AshGC,t43,ProperTorsions,199,99,54,32,0.49748743718592964,0.5925925925925926,1.1911709689487466
Sage 2.3.0rc0 + ELF10,t47,ProperTorsions,199,116,49,34,0.5829145728643216,0.6938775510204082,1.1903589021815624
Sage 2.2.1 + ELF10,t45,ProperTorsions,199,100,47,28,0.5025125628140703,0.5957446808510638,1.185531914893617
Sage 2.2.1 + ELF10,b6,Bonds,199,100,47,28,0.5025125628140703,0.5957446808510638,1.185531914893617
Sage 2.3.0rc0 + AshGC,b25,Bonds,199,3,56,1,0.01507537688442211,0.017857142857142856,1.1845238095238095
Sage 2.3.0rc0 + AshGC,t146b,ProperTorsions,199,6,56,2,0.03015075376884422,0.03571428571428571,1.1845238095238095
Sage 2.3.0rc0 + AshGC,t5,ProperTorsions,199,3,56,1,0.01507537688442211,0.017857142857142856,1.1845238095238095
Sage 2.3.0rc0 + AshGC,t76,ProperTorsions,199,3,56,1,0.01507537688442211,0.017857142857142856,1.1845238095238095
Sage 2.3.0rc0 + AshGC,t122,ProperTorsions,199,3,56,1,0.01507537688442211,0.017857142857142856,1.1845238095238095
Sage 2.3.0rc0 + AshGC,t147b,ProperTorsions,199,3,56,1,0.01507537688442211,0.017857142857142856,1.1845238095238095
Sage 2.3.0rc0 + AshGC,"1,2 Aminoalcohol",Checkmol,199,3,56,1,0.01507537688442211,0.017857142857142856,1.1845238095238095
Sage 2.3.0rc0 + AshGC,t51,ProperTorsions,199,9,56,3,0.04522613065326633,0.05357142857142857,1.1845238095238093
Sage 2.3.0rc0 + AshGC,t149b,ProperTorsions,199,9,56,3,0.04522613065326633,0.05357142857142857,1.1845238095238093
Sage 2.3.0rc0 + AshGC,a18,Angles,199,9,56,3,0.04522613065326633,0.05357142857142857,1.1845238095238093
Sage 2.2.1+AM1-BCC,Halogen Derivative,Checkmol,199,128,46,35,0.6432160804020101,0.7608695652173914,1.182914402173913
Sage 2.2.1 + AshGC,a20,Angles,199,157,52,48,0.7889447236180904,0.9230769230769231,1.1700146986771192
Sage 2.2.1 + ELF10,b4,Bonds,199,152,47,42,0.7638190954773869,0.8936170212765957,1.16993281075028
Sage 2.2.1 + AshGC,t2,ProperTorsions,199,72,52,22,0.36180904522613067,0.4230769230769231,1.1693376068376067
Sage 2.3.0rc0 + AshGC,Halogen Derivative,Checkmol,199,128,56,42,0.6432160804020101,0.75,1.166015625
Sage 2.3.0rc0 + ELF10,t58a,ProperTorsions,199,7,49,2,0.035175879396984924,0.04081632653061224,1.160349854227405
Sage 2.3.0rc0 + ELF10,b4,Bonds,199,152,49,43,0.7638190954773869,0.8775510204081632,1.1488990332975295
Sage 2.3.0rc1 + AshGC,b4,Bonds,199,152,54,47,0.7638190954773869,0.8703703703703703,1.1394980506822612
Sage 2.3.0rc0 + ELF10,b8,Bonds,199,175,49,49,0.8793969849246231,1.0,1.137142857142857
Sage 2.2.1+AM1-BCC,b8,Bonds,199,175,46,46,0.8793969849246231,1.0,1.137142857142857
Sage 2.2.1 + ELF10,b8,Bonds,199,175,47,47,0.8793969849246231,1.0,1.137142857142857
Sage 2.2.1 + AshGC,b4,Bonds,199,152,52,45,0.7638190954773869,0.8653846153846154,1.1329706477732795
Sage 2.3.0rc0 + AshGC,t86,ProperTorsions,199,19,56,6,0.09547738693467336,0.10714285714285714,1.1221804511278195
Sage 2.3.0rc0 + AshGC,b11,Bonds,199,19,56,6,0.09547738693467336,0.10714285714285714,1.1221804511278195
Sage 2.3.0rc0 + AshGC,t83,ProperTorsions,199,19,56,6,0.09547738693467336,0.10714285714285714,1.1221804511278195
Sage 2.3.0rc0 + AshGC,n9,vdW,199,19,56,6,0.09547738693467336,0.10714285714285714,1.1221804511278195
Sage 2.3.0rc0 + AshGC,b8,Bonds,199,175,56,55,0.8793969849246231,0.9821428571428571,1.1168367346938775
Sage 2.2.1 + AshGC,b59,Bonds,199,24,52,7,0.12060301507537688,0.1346153846153846,1.1161858974358974
Sage 2.2.1 + AshGC,b56,Bonds,199,24,52,7,0.12060301507537688,0.1346153846153846,1.1161858974358974
Sage 2.3.0rc1 + AshGC,b8,Bonds,199,175,54,53,0.8793969849246231,0.9814814814814815,1.116084656084656
Sage 2.2.1 + AshGC,b8,Bonds,199,175,52,51,0.8793969849246231,0.9807692307692307,1.1152747252747253
Sage 2.3.0rc0 + AshGC,t43,ProperTorsions,199,99,56,31,0.49748743718592964,0.5535714285714286,1.1127344877344878
Sage 2.3.0rc0 + ELF10,Primary Aromatic Amine,Checkmol,199,22,49,6,0.11055276381909548,0.12244897959183673,1.1076066790352503
Sage 2.3.0rc0 + ELF10,t43,ProperTorsions,199,99,49,27,0.49748743718592964,0.5510204081632653,1.1076066790352503
Sage 2.2.1 + ELF10,a32,Angles,199,23,47,6,0.11557788944723618,0.1276595744680851,1.1045328399629972
Sage 2.2.1 + ELF10,a31,Angles,199,23,47,6,0.11557788944723618,0.1276595744680851,1.1045328399629972
Sage 2.3.0rc0 + AshGC,t45,ProperTorsions,199,100,56,31,0.5025125628140703,0.5535714285714286,1.101607142857143
Sage 2.3.0rc0 + AshGC,b6,Bonds,199,100,56,31,0.5025125628140703,0.5535714285714286,1.101607142857143
Sage 2.3.0rc0 + AshGC,b4,Bonds,199,152,56,47,0.7638190954773869,0.8392857142857143,1.0988016917293233
Sage 2.3.0rc0 + ELF10,t45,ProperTorsions,199,100,49,27,0.5025125628140703,0.5510204081632653,1.096530612244898
Sage 2.3.0rc0 + ELF10,b6,Bonds,199,100,49,27,0.5025125628140703,0.5510204081632653,1.096530612244898
Sage 2.2.1 + AshGC,t58a,ProperTorsions,199,7,52,2,0.035175879396984924,0.038461538461538464,1.0934065934065935
Sage 2.2.1 + AshGC,b19,Bonds,199,116,52,33,0.5829145728643216,0.6346153846153846,1.0886936339522546
Sage 2.2.1 + ELF10,a21,Angles,199,183,47,47,0.9195979899497487,1.0,1.0874316939890711
Sage 2.3.0rc0 + ELF10,b87,Bonds,199,183,49,49,0.9195979899497487,1.0,1.0874316939890711
Sage 2.2.1 + ELF10,n11,vdW,199,183,47,47,0.9195979899497487,1.0,1.0874316939890711
Sage 2.2.1+AM1-BCC,a21,Angles,199,183,46,46,0.9195979899497487,1.0,1.0874316939890711
Sage 2.3.0rc0 + ELF10,a21,Angles,199,183,49,49,0.9195979899497487,1.0,1.0874316939890711
Sage 2.2.1+AM1-BCC,b87,Bonds,199,183,46,46,0.9195979899497487,1.0,1.0874316939890711
Sage 2.2.1+AM1-BCC,n11,vdW,199,183,46,46,0.9195979899497487,1.0,1.0874316939890711
Sage 2.2.1 + ELF10,b87,Bonds,199,183,47,47,0.9195979899497487,1.0,1.0874316939890711
Sage 2.3.0rc0 + ELF10,n11,vdW,199,183,49,49,0.9195979899497487,1.0,1.0874316939890711
Sage 2.2.1+AM1-BCC,b69,Bonds,199,4,46,1,0.020100502512562814,0.021739130434782608,1.0815217391304348
Sage 2.3.0rc0 + AshGC,t1,ProperTorsions,199,132,56,40,0.6633165829145728,0.7142857142857143,1.076839826839827
Sage 2.3.0rc1 + AshGC,b56,Bonds,199,24,54,7,0.12060301507537688,0.12962962962962962,1.0748456790123457
Sage 2.3.0rc1 + AshGC,b59,Bonds,199,24,54,7,0.12060301507537688,0.12962962962962962,1.0748456790123457
Sage 2.3.0rc0 + ELF10,n20,vdW,199,186,49,49,0.9346733668341709,1.0,1.0698924731182795
Sage 2.2.1+AM1-BCC,n20,vdW,199,186,46,46,0.9346733668341709,1.0,1.0698924731182795
Sage 2.2.1 + ELF10,n20,vdW,199,186,47,47,0.9346733668341709,1.0,1.0698924731182795
Sage 2.3.0rc0 + ELF10,t79,ProperTorsions,199,38,49,10,0.19095477386934673,0.20408163265306123,1.0687432867883997
Sage 2.3.0rc0 + AshGC,n11,vdW,199,183,56,55,0.9195979899497487,0.9821428571428571,1.0680132708821233
Sage 2.3.0rc0 + AshGC,b87,Bonds,199,183,56,55,0.9195979899497487,0.9821428571428571,1.0680132708821233
Sage 2.3.0rc0 + AshGC,a21,Angles,199,183,56,55,0.9195979899497487,0.9821428571428571,1.0680132708821233
Sage 2.3.0rc1 + AshGC,a21,Angles,199,183,54,53,0.9195979899497487,0.9814814814814815,1.0672940700263105
Sage 2.3.0rc1 + AshGC,n11,vdW,199,183,54,53,0.9195979899497487,0.9814814814814815,1.0672940700263105
Sage 2.3.0rc1 + AshGC,b87,Bonds,199,183,54,53,0.9195979899497487,0.9814814814814815,1.0672940700263105
Sage 2.2.1 + AshGC,b87,Bonds,199,183,52,51,0.9195979899497487,0.9807692307692307,1.0665195460277428
Sage 2.2.1 + AshGC,n11,vdW,199,183,52,51,0.9195979899497487,0.9807692307692307,1.0665195460277428
Sage 2.2.1 + AshGC,a21,Angles,199,183,52,51,0.9195979899497487,0.9807692307692307,1.0665195460277428
Sage 2.3.0rc0 + AshGC,t16,ProperTorsions,199,20,56,6,0.10050251256281408,0.10714285714285714,1.0660714285714286
Sage 2.3.0rc0 + AshGC,t15,ProperTorsions,199,20,56,6,0.10050251256281408,0.10714285714285714,1.0660714285714286
Sage 2.3.0rc0 + AshGC,a6,Angles,199,20,56,6,0.10050251256281408,0.10714285714285714,1.0660714285714286
Sage 2.3.0rc0 + AshGC,a3,Angles,199,20,56,6,0.10050251256281408,0.10714285714285714,1.0660714285714286
Sage 2.3.0rc0 + AshGC,a4,Angles,199,20,56,6,0.10050251256281408,0.10714285714285714,1.0660714285714286
Sage 2.2.1+AM1-BCC,t4,ProperTorsions,199,126,46,31,0.6331658291457286,0.6739130434782609,1.0643547273982057
Sage 2.3.0rc0 + AshGC,b1,Bonds,199,171,56,51,0.8592964824120602,0.9107142857142857,1.0598370927318297
Sage 2.2.1 + ELF10,i3,ImproperTorsions,199,12,47,3,0.06030150753768844,0.06382978723404255,1.0585106382978724
Sage 2.2.1 + ELF10,t16,ProperTorsions,199,20,47,5,0.10050251256281408,0.10638297872340426,1.0585106382978724
Sage 2.2.1 + ELF10,t15,ProperTorsions,199,20,47,5,0.10050251256281408,0.10638297872340426,1.0585106382978724
Sage 2.2.1 + ELF10,t1,ProperTorsions,199,132,47,33,0.6633165829145728,0.7021276595744681,1.0585106382978724
Sage 2.2.1 + AshGC,Ether,Checkmol,199,141,52,39,0.7085427135678392,0.75,1.0585106382978724
Sage 2.2.1 + ELF10,a4,Angles,199,20,47,5,0.10050251256281408,0.10638297872340426,1.0585106382978724
Sage 2.2.1 + ELF10,a6,Angles,199,20,47,5,0.10050251256281408,0.10638297872340426,1.0585106382978724
Sage 2.2.1 + ELF10,b59,Bonds,199,24,47,6,0.12060301507537688,0.1276595744680851,1.0585106382978724
Sage 2.2.1 + ELF10,b56,Bonds,199,24,47,6,0.12060301507537688,0.1276595744680851,1.0585106382978724
Sage 2.2.1 + ELF10,a3,Angles,199,20,47,5,0.10050251256281408,0.10638297872340426,1.0585106382978724
Sage 2.2.1 + ELF10,b69,Bonds,199,4,47,1,0.020100502512562814,0.02127659574468085,1.0585106382978724
Sage 2.3.0rc0 + AshGC,t23,ProperTorsions,199,37,56,11,0.18592964824120603,0.19642857142857142,1.0564671814671815
Sage 2.3.0rc1 + AshGC,t58a,ProperTorsions,199,7,54,2,0.035175879396984924,0.037037037037037035,1.0529100529100528
Sage 2.2.1 + AshGC,n18,vdW,199,142,52,39,0.7135678391959799,0.75,1.051056338028169
Sage 2.3.0rc0 + AshGC,n20,vdW,199,186,56,55,0.9346733668341709,0.9821428571428571,1.0507872503840245
Sage 2.3.0rc1 + AshGC,n20,vdW,199,186,54,53,0.9346733668341709,0.9814814814814815,1.050079649542015
Sage 2.2.1 + AshGC,n20,vdW,199,186,52,51,0.9346733668341709,0.9807692307692307,1.0493176178660049
Sage 2.3.0rc1 + AshGC,b19,Bonds,199,116,54,33,0.5829145728643216,0.6111111111111112,1.0483716475095788
Sage 2.2.1+AM1-BCC,b19,Bonds,199,116,46,28,0.5829145728643216,0.6086956521739131,1.0442278860569716
Sage 2.2.1 + AshGC,t1,ProperTorsions,199,132,52,36,0.6633165829145728,0.6923076923076923,1.0437062937062938
Sage 2.2.1 + AshGC,Primary Aromatic Amine,Checkmol,199,22,52,6,0.11055276381909548,0.11538461538461539,1.0437062937062938
Sage 2.2.1 + AshGC,a28,Angles,199,143,52,39,0.7185929648241206,0.75,1.0437062937062938
Sage 2.3.0rc1 + AshGC,n17,vdW,199,191,54,54,0.9597989949748744,1.0,1.0418848167539267
Sage 2.2.1 + ELF10,n17,vdW,199,191,47,47,0.9597989949748744,1.0,1.0418848167539267
Sage 2.2.1+AM1-BCC,n17,vdW,199,191,46,46,0.9597989949748744,1.0,1.0418848167539267
Sage 2.3.0rc0 + ELF10,n17,vdW,199,191,49,49,0.9597989949748744,1.0,1.0418848167539267
Sage 2.3.0rc0 + AshGC,n17,vdW,199,191,56,56,0.9597989949748744,1.0,1.0418848167539267
Sage 2.2.1 + ELF10,t4,ProperTorsions,199,126,47,31,0.6331658291457286,0.6595744680851063,1.041708882134414
Sage 2.3.0rc0 + AshGC,b19,Bonds,199,116,56,34,0.5829145728643216,0.6071428571428571,1.041564039408867
Sage 2.2.1 + ELF10,b1,Bonds,199,171,47,42,0.8592964824120602,0.8936170212765957,1.039940276222471
Sage 2.3.0rc0 + AshGC,n2,vdW,199,171,56,50,0.8592964824120602,0.8928571428571429,1.0390559732664997
Sage 2.3.0rc1 + AshGC,t1,ProperTorsions,199,132,54,37,0.6633165829145728,0.6851851851851852,1.0329685746352415
Sage 2.2.1 + ELF10,t23,ProperTorsions,199,37,47,9,0.18592964824120603,0.19148936170212766,1.0299022426682
Sage 2.2.1 + AshGC,b1,Bonds,199,171,52,46,0.8592964824120602,0.8846153846153846,1.0294646873594242
Sage 2.2.1 + AshGC,n17,vdW,199,191,52,51,0.9597989949748744,0.9807692307692307,1.0218485702778894
Sage 2.2.1 + AshGC,t14,ProperTorsions,199,15,52,4,0.07537688442211055,0.07692307692307693,1.0205128205128207
Sage 2.2.1 + AshGC,t13,ProperTorsions,199,15,52,4,0.07537688442211055,0.07692307692307693,1.0205128205128207
Sage 2.2.1+AM1-BCC,t9,ProperTorsions,199,106,46,25,0.5326633165829145,0.5434782608695652,1.0203035274815422
Sage 2.3.0rc1 + AshGC,Ether,Checkmol,199,141,54,39,0.7085427135678392,0.7222222222222222,1.0193065405831363
Sage 2.2.1+AM1-BCC,t1,ProperTorsions,199,132,46,31,0.6633165829145728,0.6739130434782609,1.0159749670619236
Sage 2.3.0rc0 + ELF10,Guanidine,Checkmol,199,36,49,9,0.18090452261306533,0.1836734693877551,1.0153061224489797
Sage 2.3.0rc0 + AshGC,t4,ProperTorsions,199,126,56,36,0.6331658291457286,0.6428571428571429,1.0153061224489797
Sage 2.3.0rc0 + ELF10,Lactam,Checkmol,199,36,49,9,0.18090452261306533,0.1836734693877551,1.0153061224489797
Sage 2.3.0rc0 + ELF10,b56,Bonds,199,24,49,6,0.12060301507537688,0.12244897959183673,1.0153061224489797
Sage 2.3.0rc0 + ELF10,t1,ProperTorsions,199,132,49,33,0.6633165829145728,0.673469387755102,1.0153061224489797
Sage 2.3.0rc0 + ELF10,t72a,ProperTorsions,199,36,49,9,0.18090452261306533,0.1836734693877551,1.0153061224489797
Sage 2.3.0rc0 + ELF10,b59,Bonds,199,24,49,6,0.12060301507537688,0.12244897959183673,1.0153061224489797
Sage 2.3.0rc0 + ELF10,t87,ProperTorsions,199,36,49,9,0.18090452261306533,0.1836734693877551,1.0153061224489797
Sage 2.3.0rc0 + ELF10,t77,ProperTorsions,199,52,49,13,0.2613065326633166,0.2653061224489796,1.0153061224489797
Sage 2.3.0rc0 + ELF10,b69,Bonds,199,4,49,1,0.020100502512562814,0.02040816326530612,1.0153061224489794
Sage 2.3.0rc0 + AshGC,t58a,ProperTorsions,199,7,56,2,0.035175879396984924,0.03571428571428571,1.0153061224489794
Sage 2.2.1 + ELF10,n2,vdW,199,171,47,41,0.8592964824120602,0.8723404255319149,1.0151797934552695
Sage 2.2.1+AM1-BCC,Ether,Checkmol,199,141,46,33,0.7085427135678392,0.717391304347826,1.0124884366327476
Sage 2.3.0rc1 + AshGC,n18,vdW,199,142,54,39,0.7135678391959799,0.7222222222222222,1.0121283255086073
Sage 2.2.1+AM1-BCC,n2,vdW,199,171,46,40,0.8592964824120602,0.8695652173913043,1.0119501652682432
Sage 2.2.1+AM1-BCC,b1,Bonds,199,171,46,40,0.8592964824120602,0.8695652173913043,1.0119501652682432
Sage 2.2.1 + AshGC,a1,Angles,199,193,52,51,0.9698492462311558,0.9807692307692307,1.0112594659226783
Sage 2.3.0rc0 + AshGC,t3,ProperTorsions,199,148,56,42,0.7437185929648241,0.75,1.008445945945946
Sage 2.3.0rc1 + AshGC,t9,ProperTorsions,199,106,54,29,0.5326633165829145,0.5370370370370371,1.0082110412299092
Sage 2.3.0rc0 + AshGC,Ether,Checkmol,199,141,56,40,0.7085427135678392,0.7142857142857143,1.0081053698074975
Sage 2.2.1 + AshGC,n2,vdW,199,171,52,45,0.8592964824120602,0.8653846153846154,1.0070850202429151
Sage 2.2.1 + AshGC,a2,Angles,199,194,52,51,0.9748743718592965,0.9807692307692307,1.006046788263283
Sage 2.2.1 + AshGC,t105,ProperTorsions,199,137,52,36,0.6884422110552764,0.6923076923076923,1.0056148231330713
Sage 2.2.1+AM1-BCC,n18,vdW,199,142,46,33,0.7135678391959799,0.717391304347826,1.0053582363747704
Sage 2.3.0rc0 + AshGC,b84,Bonds,199,198,56,56,0.9949748743718593,1.0,1.005050505050505
Sage 2.2.1 + AshGC,n16,vdW,199,198,52,52,0.9949748743718593,1.0,1.005050505050505
Sage 2.3.0rc1 + AshGC,n16,vdW,199,198,54,54,0.9949748743718593,1.0,1.005050505050505
Sage 2.2.1 + AshGC,b84,Bonds,199,198,52,52,0.9949748743718593,1.0,1.005050505050505
Sage 2.2.1 + ELF10,b84,Bonds,199,198,47,47,0.9949748743718593,1.0,1.005050505050505
Sage 2.3.0rc0 + ELF10,b84,Bonds,199,198,49,49,0.9949748743718593,1.0,1.005050505050505
Sage 2.3.0rc0 + ELF10,n16,vdW,199,198,49,49,0.9949748743718593,1.0,1.005050505050505
Sage 2.2.1+AM1-BCC,n16,vdW,199,198,46,46,0.9949748743718593,1.0,1.005050505050505
Sage 2.3.0rc1 + AshGC,a28,Angles,199,143,54,39,0.7185929648241206,0.7222222222222222,1.005050505050505
Sage 2.3.0rc1 + AshGC,Primary Aromatic Amine,Checkmol,199,22,54,6,0.11055276381909548,0.1111111111111111,1.005050505050505
Sage 2.3.0rc1 + AshGC,b84,Bonds,199,198,54,54,0.9949748743718593,1.0,1.005050505050505
Sage 2.3.0rc0 + AshGC,n16,vdW,199,198,56,56,0.9949748743718593,1.0,1.005050505050505
Sage 2.2.1+AM1-BCC,b84,Bonds,199,198,46,46,0.9949748743718593,1.0,1.005050505050505
Sage 2.2.1 + ELF10,n16,vdW,199,198,47,47,0.9949748743718593,1.0,1.005050505050505
Sage 2.3.0rc0 + ELF10,Carboxylic Acid Amide,Checkmol,199,89,49,22,0.4472361809045226,0.4489795918367347,1.0038981884888787
Sage 2.2.1 + AshGC,t4,ProperTorsions,199,126,52,33,0.6331658291457286,0.6346153846153846,1.0022893772893773
Sage 2.3.0rc0 + AshGC,n18,vdW,199,142,56,40,0.7135678391959799,0.7142857142857143,1.0010060362173039
Sage 2.3.0rc0 + ELF10,n14,vdW,199,199,49,49,1.0,1.0,1.0
Sage 2.2.1 + ELF10,b85,Bonds,199,199,47,47,1.0,1.0,1.0
Sage 2.3.0rc0 + AshGC,t44,ProperTorsions,199,199,56,56,1.0,1.0,1.0
Sage 2.2.1 + AshGC,a11,Angles,199,199,52,52,1.0,1.0,1.0
Sage 2.2.1 + ELF10,i1,ImproperTorsions,199,199,47,47,1.0,1.0,1.0
Sage 2.2.1 + ELF10,Heterocycle,Checkmol,199,199,47,47,1.0,1.0,1.0
Sage 2.2.1+AM1-BCC,n14,vdW,199,199,46,46,1.0,1.0,1.0
Sage 2.3.0rc0 + AshGC,n14,vdW,199,199,56,56,1.0,1.0,1.0
Sage 2.2.1+AM1-BCC,Aromatic,Checkmol,199,199,46,46,1.0,1.0,1.0
Sage 2.3.0rc1 + AshGC,Aromatic,Checkmol,199,199,54,54,1.0,1.0,1.0
Sage 2.2.1 + AshGC,n14,vdW,199,199,52,52,1.0,1.0,1.0
Sage 2.2.1 + ELF10,n7,vdW,199,199,47,47,1.0,1.0,1.0
Sage 2.2.1 + ELF10,n14,vdW,199,199,47,47,1.0,1.0,1.0
Sage 2.3.0rc0 + ELF10,Aromatic,Checkmol,199,199,49,49,1.0,1.0,1.0
Sage 2.3.0rc1 + AshGC,b85,Bonds,199,199,54,54,1.0,1.0,1.0
Sage 2.2.1 + AshGC,Heterocycle,Checkmol,199,199,52,52,1.0,1.0,1.0
Sage 2.2.1+AM1-BCC,n7,vdW,199,199,46,46,1.0,1.0,1.0
Sage 2.3.0rc0 + ELF10,t44,ProperTorsions,199,199,49,49,1.0,1.0,1.0
Sage 2.3.0rc1 + AshGC,n14,vdW,199,199,54,54,1.0,1.0,1.0
Sage 2.3.0rc0 + AshGC,b85,Bonds,199,199,56,56,1.0,1.0,1.0
Sage 2.2.1 + AshGC,n7,vdW,199,199,52,52,1.0,1.0,1.0
Sage 2.3.0rc0 + ELF10,b85,Bonds,199,199,49,49,1.0,1.0,1.0
Sage 2.3.0rc1 + AshGC,a10,Angles,199,199,54,54,1.0,1.0,1.0
Sage 2.3.0rc0 + ELF10,i1,ImproperTorsions,199,199,49,49,1.0,1.0,1.0
Sage 2.2.1 + AshGC,t44,ProperTorsions,199,199,52,52,1.0,1.0,1.0
Sage 2.3.0rc0 + AshGC,i1,ImproperTorsions,199,199,56,56,1.0,1.0,1.0
Sage 2.3.0rc1 + AshGC,a11,Angles,199,199,54,54,1.0,1.0,1.0
Sage 2.2.1 + AshGC,Aromatic,Checkmol,199,199,52,52,1.0,1.0,1.0
Sage 2.2.1 + AshGC,a10,Angles,199,199,52,52,1.0,1.0,1.0
Sage 2.2.1 + ELF10,a10,Angles,199,199,47,47,1.0,1.0,1.0
Sage 2.3.0rc0 + ELF10,Heterocycle,Checkmol,199,199,49,49,1.0,1.0,1.0
Sage 2.3.0rc1 + AshGC,n7,vdW,199,199,54,54,1.0,1.0,1.0
Sage 2.3.0rc1 + AshGC,Heterocycle,Checkmol,199,199,54,54,1.0,1.0,1.0
Sage 2.2.1 + ELF10,t44,ProperTorsions,199,199,47,47,1.0,1.0,1.0
Sage 2.2.1 + AshGC,b85,Bonds,199,199,52,52,1.0,1.0,1.0
Sage 2.3.0rc1 + AshGC,b5,Bonds,199,199,54,54,1.0,1.0,1.0
Sage 2.2.1+AM1-BCC,i1,ImproperTorsions,199,199,46,46,1.0,1.0,1.0
Sage 2.2.1 + ELF10,Aromatic,Checkmol,199,199,47,47,1.0,1.0,1.0
Sage 2.3.0rc1 + AshGC,t44,ProperTorsions,199,199,54,54,1.0,1.0,1.0
Sage 2.2.1+AM1-BCC,a11,Angles,199,199,46,46,1.0,1.0,1.0
Sage 2.2.1+AM1-BCC,a10,Angles,199,199,46,46,1.0,1.0,1.0
Sage 2.3.0rc0 + AshGC,Heterocycle,Checkmol,199,199,56,56,1.0,1.0,1.0
Sage 2.3.0rc0 + AshGC,a10,Angles,199,199,56,56,1.0,1.0,1.0
Sage 2.3.0rc0 + ELF10,b5,Bonds,199,199,49,49,1.0,1.0,1.0
Sage 2.2.1 + ELF10,b5,Bonds,199,199,47,47,1.0,1.0,1.0
Sage 2.3.0rc0 + AshGC,a11,Angles,199,199,56,56,1.0,1.0,1.0
Sage 2.3.0rc0 + ELF10,a11,Angles,199,199,49,49,1.0,1.0,1.0
Sage 2.3.0rc0 + ELF10,a10,Angles,199,199,49,49,1.0,1.0,1.0
Sage 2.2.1+AM1-BCC,Heterocycle,Checkmol,199,199,46,46,1.0,1.0,1.0
Sage 2.2.1+AM1-BCC,b85,Bonds,199,199,46,46,1.0,1.0,1.0
Sage 2.2.1 + AshGC,b5,Bonds,199,199,52,52,1.0,1.0,1.0
Sage 2.3.0rc0 + ELF10,n7,vdW,199,199,49,49,1.0,1.0,1.0
Sage 2.3.0rc0 + AshGC,b5,Bonds,199,199,56,56,1.0,1.0,1.0
Sage 2.2.1+AM1-BCC,b5,Bonds,199,199,46,46,1.0,1.0,1.0
Sage 2.2.1 + AshGC,i1,ImproperTorsions,199,199,52,52,1.0,1.0,1.0
Sage 2.3.0rc0 + AshGC,n7,vdW,199,199,56,56,1.0,1.0,1.0
Sage 2.2.1+AM1-BCC,t44,ProperTorsions,199,199,46,46,1.0,1.0,1.0
Sage 2.2.1 + ELF10,a11,Angles,199,199,47,47,1.0,1.0,1.0
Sage 2.3.0rc0 + AshGC,Aromatic,Checkmol,199,199,56,56,1.0,1.0,1.0
Sage 2.3.0rc1 + AshGC,i1,ImproperTorsions,199,199,54,54,1.0,1.0,1.0
Sage 2.2.1 + AshGC,a31,Angles,199,23,52,6,0.11557788944723618,0.11538461538461539,0.9983277591973244
Sage 2.2.1 + AshGC,a32,Angles,199,23,52,6,0.11557788944723618,0.11538461538461539,0.9983277591973244
Sage 2.2.1+AM1-BCC,a28,Angles,199,143,46,33,0.7185929648241206,0.717391304347826,0.9983277591973244
Sage 2.3.0rc0 + ELF10,b1,Bonds,199,171,49,42,0.8592964824120602,0.8571428571428571,0.9974937343358397
Sage 2.3.0rc0 + ELF10,n2,vdW,199,171,49,42,0.8592964824120602,0.8571428571428571,0.9974937343358397
Sage 2.3.0rc1 + AshGC,t3,ProperTorsions,199,148,54,40,0.7437185929648241,0.7407407407407407,0.995995995995996
Sage 2.3.0rc1 + AshGC,t4,ProperTorsions,199,126,54,34,0.6331658291457286,0.6296296296296297,0.9944150499706056
Sage 2.3.0rc0 + AshGC,a28,Angles,199,143,56,40,0.7185929648241206,0.7142857142857143,0.994005994005994
Sage 2.3.0rc1 + AshGC,a1,Angles,199,193,54,52,0.9698492462311558,0.9629629629629629,0.992899635386682
Sage 2.3.0rc1 + AshGC,b1,Bonds,199,171,54,46,0.8592964824120602,0.8518518518518519,0.9913363656053715
Sage 2.2.1 + ELF10,Ether,Checkmol,199,141,47,33,0.7085427135678392,0.7021276595744681,0.9909461294703487
Sage 2.3.0rc0 + AshGC,a2,Angles,199,194,56,54,0.9748743718592965,0.9642857142857143,0.989138438880707
Sage 2.3.0rc0 + ELF10,t3,ProperTorsions,199,148,49,36,0.7437185929648241,0.7346938775510204,0.9878654164368451
Sage 2.3.0rc1 + AshGC,a2,Angles,199,194,54,52,0.9748743718592965,0.9629629629629629,0.9877815960290186
Sage 2.2.1 + ELF10,a1,Angles,199,193,47,45,0.9698492462311558,0.9574468085106383,0.9872119942674458
Sage 2.2.1+AM1-BCC,a1,Angles,199,193,46,44,0.9698492462311558,0.9565217391304348,0.9862581662536608
Sage 2.2.1 + ELF10,b19,Bonds,199,116,47,27,0.5829145728643216,0.574468085106383,0.9855099046221572
Sage 2.2.1 + ELF10,n18,vdW,199,142,47,33,0.7135678391959799,0.7021276595744681,0.9839676356008391
Sage 2.3.0rc0 + ELF10,a2,Angles,199,194,49,47,0.9748743718592965,0.9591836734693877,0.9839049021670523
Sage 2.2.1+AM1-BCC,Primary Aromatic Amine,Checkmol,199,22,46,5,0.11055276381909548,0.10869565217391304,0.9832015810276679
Sage 2.2.1 + AshGC,t3,ProperTorsions,199,148,52,38,0.7437185929648241,0.7307692307692307,0.9825883575883575
Sage 2.2.1 + ELF10,a2,Angles,199,194,47,45,0.9748743718592965,0.9574468085106383,0.9821232726475104
