Id,Temperature (K),Pressure (kPa),Solvent 1,Solvent 2,Solute,Value (kcal / mol),Uncertainty (kcal / mol),Method,Dataset,Reference Value (kcal / mol),Reference Uncertainty (kcal / mol),FF,"1,2 Diol",Alcohol,Aldehyde,Alkane,Alkene,Alkyl Bromide,Alkyl Chloride,Alkylarylether,Alkylthiol,Amine,Aromatic,Aryl Bromide,Aryl Chloride,Carbonyl,Carboxylic Acid Amide,Carboxylic Acid Derivative,Carboxylic Acid Ester,Carboxylic Acid Primary Amide,Carboxylic Acid Secondary Amide,Carboxylic Acid Tertiary Amide,Dialkylether,Ether,Halogen Derivative,Heterocycle,Hydroxy,Ketone,Nitro Compound,Oxohetarene,Phenol,Phosphoric Acid Derivative,Phosphoric Acid Ester,Primary Alcohol,Primary Aliphatic Amine,Primary Amine,Primary Aromatic Amine,Secondary Alcohol,Secondary Aliphatic Amine,Secondary Amine,Secondary Mixed Amine,Tertiary Alcohol,Tertiary Aliphatic Amine,Tertiary Amine,Thioether,Thiol,b1,b2,b3,b4,b5,b6,b7,b8,b8a,b9,b10,b12,b14,b16,b18,b19,b20,b21,b42,b45,b51,b52,b64,b65,b70,b71,b72,b73,b84,b85,b87,b88,a1,a2,a10,a10a,a11,a11a,a12,a14,a15,a18,a19,a20,a21,a22,a25,a26,a28,a28a,a34,a38,a40,a41,a41a,a18a,t1,t2,t3,t4,t5,t9,t11,t12,t17,t17a,t18,t19,t20,t43,t44,t45,t47,t48,t51,t58a,t64,t73,t74,t75,t76,t77,t78,t80,t83a,t84,t85,t93,t94,t95,t96,t97,t105,t106,t107,t110,t115,t116,t117a,t159,t160,i1,i2,i4,i6,n2,n3,n4,n7,n8,n9,n11,n12,n13,n14,n16,n17,n18,n19,n20,n21,n22,n24,n25
mobley_6973347 -> mnsol-1276,298.15,101.325,O,CC(C)CO,CCOC(C)=O,-2.394684428037806,0.2661791031470203,Sage 2.3.0rc1,TFEs,-1.3299999999999996,0.6708203932499369,Sage 2.3.0rc1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,False
mobley_6973347 -> mnsol-1336,298.15,101.325,O,CC(C)c1ccccc1,CCOC(C)=O,-2.145851435387108,0.1365457109005086,Sage 2.3.0rc1,TFEs,-1.2799999999999998,0.6708203932499369,Sage 2.3.0rc1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,True,True,False,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False
mobley_6973347 -> mnsol-1336,298.15,101.325,O,CC(C)c1ccccc1,CCOC(C)=O,-1.8233769805507192,0.0744318078615436,v1-k100,TFEs,-1.2799999999999998,0.6708203932499369,v1-k100,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,True,True,False,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False
mobley_6973347 -> mnsol-1276,298.15,101.325,O,CC(C)CO,CCOC(C)=O,-2.279061593775829,0.1088359436039941,v1-k100,TFEs,-1.3299999999999996,0.6708203932499369,v1-k100,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,False
mobley_6973347 -> mnsol-1276,298.15,101.325,O,CC(C)CO,CCOC(C)=O,-1.9963834388386772,0.16453712597268,v3-k100,TFEs,-1.3299999999999996,0.6708203932499369,v3-k100,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,False
mobley_6973347 -> mnsol-1336,298.15,101.325,O,CC(C)c1ccccc1,CCOC(C)=O,-1.8160005163906732,0.0394107430470062,v3-k100,TFEs,-1.2799999999999998,0.6708203932499369,v3-k100,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,True,True,False,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False
mobley_4039055 -> mnsol-0957,298.15,101.325,O,CCCCCCC,O=c1[nH]cc(Br)c(=O)[nH]1,8.510347225587907,0.0820267403550254,Sage 2.0.0 + ELF10,TFEs,5.440000000000001,0.6264982043070835,Sage 2.0.0 + ELF10,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,True,False,True,True,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,True,True,False,False,True,False,False,False,True
mobley_4039055 -> mnsol-0755,298.15,101.325,O,CCOCC,O=c1[nH]cc(Br)c(=O)[nH]1,2.233792824475188,0.0748154584895428,Sage 2.0.0 + ELF10,TFEs,1.16,0.6264982043070835,Sage 2.0.0 + ELF10,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,True,False,True,True,True,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,True,False,True,False,False,True,True,True,True,False,True,False,False,False,True
mobley_4039055 -> mnsol-0755,298.15,101.325,O,CCOCC,O=c1[nH]cc(Br)c(=O)[nH]1,1.7769751495420678,0.0526467092564767,Sage 2.2.1 + AmberTools,TFEs,1.16,0.6264982043070835,Sage 2.2.1 + AmberTools,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,True,False,True,True,True,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,True,False,True,False,False,True,True,True,True,False,True,False,False,False,True
mobley_4039055 -> mnsol-0957,298.15,101.325,O,CCCCCCC,O=c1[nH]cc(Br)c(=O)[nH]1,8.300645476557435,0.064940310356384,Sage 2.2.1 + AmberTools,TFEs,5.440000000000001,0.6264982043070835,Sage 2.2.1 + AmberTools,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,True,False,True,True,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,True,True,False,False,True,False,False,False,True
mobley_4039055 -> mnsol-0755,298.15,101.325,O,CCOCC,O=c1[nH]cc(Br)c(=O)[nH]1,1.9312175172532309,0.0341710502448095,Sage 2.2.1 + AshGC,TFEs,1.16,0.6264982043070835,Sage 2.2.1 + AshGC,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,True,False,True,True,True,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,True,False,True,False,False,True,True,True,True,False,True,False,False,False,True
mobley_4039055 -> mnsol-0957,298.15,101.325,O,CCCCCCC,O=c1[nH]cc(Br)c(=O)[nH]1,8.250584525320193,0.0306448716778026,Sage 2.2.1 + AshGC,TFEs,5.440000000000001,0.6264982043070835,Sage 2.2.1 + AshGC,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,True,False,True,True,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,True,True,False,False,True,False,False,False,True
mobley_4039055 -> mnsol-0755,298.15,101.325,O,CCOCC,O=c1[nH]cc(Br)c(=O)[nH]1,2.053005242321831,0.0791232288233118,Sage 2.2.1 + ELF10,TFEs,1.16,0.6264982043070835,Sage 2.2.1 + ELF10,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,True,False,True,True,True,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,True,False,True,False,False,True,True,True,True,False,True,False,False,False,True
mobley_4039055 -> mnsol-0957,298.15,101.325,O,CCCCCCC,O=c1[nH]cc(Br)c(=O)[nH]1,8.382649642646697,0.0637735614919893,Sage 2.2.1 + ELF10,TFEs,5.440000000000001,0.6264982043070835,Sage 2.2.1 + ELF10,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,True,False,True,True,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,True,True,False,False,True,False,False,False,True
mobley_4039055 -> mnsol-0957,298.15,101.325,O,CCCCCCC,O=c1[nH]cc(Br)c(=O)[nH]1,7.572603312325555,0.0732430486396285,Sage 2.3.0rc1,TFEs,5.440000000000001,0.6264982043070835,Sage 2.3.0rc1,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,True,False,True,True,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,True,True,False,False,True,False,False,False,True
mobley_4039055 -> mnsol-0755,298.15,101.325,O,CCOCC,O=c1[nH]cc(Br)c(=O)[nH]1,1.5726873288609229,0.0914027819345407,Sage 2.3.0rc1,TFEs,1.16,0.6264982043070835,Sage 2.3.0rc1,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,True,False,True,True,True,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,True,False,True,False,False,True,True,True,True,False,True,False,False,False,True
mobley_4039055 -> mnsol-0755,298.15,101.325,O,CCOCC,O=c1[nH]cc(Br)c(=O)[nH]1,1.4881565477807328,0.0725072599118093,v1-k100,TFEs,1.16,0.6264982043070835,v1-k100,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,True,False,True,True,True,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,True,False,True,False,False,True,True,True,True,False,True,False,False,False,True
mobley_4039055 -> mnsol-0957,298.15,101.325,O,CCCCCCC,O=c1[nH]cc(Br)c(=O)[nH]1,7.882626273717932,0.0612735888025631,v1-k100,TFEs,5.440000000000001,0.6264982043070835,v1-k100,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,True,False,True,True,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,True,True,False,False,True,False,False,False,True
mobley_4039055 -> mnsol-0755,298.15,101.325,O,CCOCC,O=c1[nH]cc(Br)c(=O)[nH]1,1.7743370068983475,0.0388416745189036,v3-k100,TFEs,1.16,0.6264982043070835,v3-k100,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,True,False,True,True,True,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,True,False,True,False,False,True,True,True,True,False,True,False,False,False,True
mobley_4039055 -> mnsol-0957,298.15,101.325,O,CCCCCCC,O=c1[nH]cc(Br)c(=O)[nH]1,7.94255233318205,0.0385522290058411,v3-k100,TFEs,5.440000000000001,0.6264982043070835,v3-k100,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,True,False,True,True,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,True,True,False,False,True,False,False,False,True
mobley_3053621 -> mnsol-1764,298.15,101.325,O,CCCCCO,c1ccccc1,-2.755899256755444,0.1280608628141796,Sage 2.0.0 + ELF10,TFEs,-2.63,0.3605551275463989,Sage 2.0.0 + ELF10,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False
mobley_3053621 -> mnsol-1293,298.15,101.325,O,CCCCCC(C)C,c1ccccc1,-2.8100070669523887,0.048821013681996,Sage 2.0.0 + ELF10,TFEs,-3.11,0.3605551275463989,Sage 2.0.0 + ELF10,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
mobley_3053621 -> mnsol-1236,298.15,101.325,O,CCCCCCO,c1ccccc1,-2.882991561623269,0.08518037890433,Sage 2.0.0 + ELF10,TFEs,-2.78,0.3605551275463989,Sage 2.0.0 + ELF10,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False
mobley_3053621 -> mnsol-0205,298.15,101.325,O,CCCCO,c1ccccc1,-2.8768717064178237,0.0885749101955086,Sage 2.0.0 + ELF10,TFEs,-2.49,0.3605551275463989,Sage 2.0.0 + ELF10,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False
mobley_3053621 -> mnsol-1764,298.15,101.325,O,CCCCCO,c1ccccc1,-2.6609263816311435,0.1488591025114506,Sage 2.2.1 + AmberTools,TFEs,-2.63,0.3605551275463989,Sage 2.2.1 + AmberTools,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False
mobley_3053621 -> mnsol-0205,298.15,101.325,O,CCCCO,c1ccccc1,-2.819460415387538,0.0525041378407365,Sage 2.2.1 + AmberTools,TFEs,-2.49,0.3605551275463989,Sage 2.2.1 + AmberTools,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False
mobley_3053621 -> mnsol-1293,298.15,101.325,O,CCCCCC(C)C,c1ccccc1,-2.7710042236678216,0.0492780201780152,Sage 2.2.1 + AmberTools,TFEs,-3.11,0.3605551275463989,Sage 2.2.1 + AmberTools,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
mobley_3053621 -> mnsol-1764,298.15,101.325,O,CCCCCO,c1ccccc1,-2.7013846038498217,0.079691030911452,Sage 2.2.1 + AshGC,TFEs,-2.63,0.3605551275463989,Sage 2.2.1 + AshGC,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False
